vehicle_id,driver_id,make,model,year,license_plate,vehicle_type,vehicle_category,capacity,created_at
1364,2743,Honda,Pulsar,2023,MH48AB4147,UberBlack,Bike,2,2022-10-20 21:56:32
1365,2744,Piaggio,RE,2015,MH62AB6932,UberPool,Auto,2,2025-05-12 07:24:38
1366,2745,Hero,Classic 350,2019,MH53AB5156,UberPool,Bike,2,2024-02-24 14:15:47
1367,2747,Bajaj,Ape,2020,MH25AB1425,UberX,Auto,6,2025-07-05 23:23:04
1368,2750,Hyundai,Swift,2016,MH29AB9897,UberX,Car,2,2022-08-23 01:23:37
1369,2751,Honda,Innova,2020,MH75AB8900,UberBlack,Car,5,2022-10-17 09:15:25
1370,2754,Toyota,Innova,2022,MH22AB9073,UberPool,Car,1,2025-03-23 00:33:37
1371,2755,Hero,Pulsar,2015,MH54AB7730,UberBlack,Bike,2,2024-10-17 22:36:11
1372,2756,Hero,Activa,2019,MH19AB3122,UberPool,Bike,2,2024-01-09 17:49:35
1373,2757,TVS,RE,2020,MH21AB7425,UberPool,Auto,5,2022-12-27 02:06:21
1374,2759,Honda,i20,2020,MH36AB4916,UberPool,Car,4,2024-06-05 17:59:12
1375,2761,TVS,RE,2023,MH68AB7614,UberPool,Auto,4,2024-09-23 10:19:39
1376,2762,TVS,RE,2015,MH59AB5584,UberX,Auto,3,2024-03-07 12:13:57
1377,2764,Honda,Classic 350,2018,MH20AB8740,UberX,Bike,2,2022-08-29 01:44:33
1378,2766,Toyota,Dzire,2017,MH43AB7884,UberBlack,Car,6,2023-12-12 14:31:09
1379,2767,TVS,King,2022,MH43AB6575,UberX,Auto,1,2023-03-08 10:36:11
1380,2770,Honda,Apache,2023,MH15AB5972,UberBlack,Bike,2,2025-01-09 22:24:44
1381,2772,Bajaj,Splendor,2023,MH21AB6643,UberPool,Bike,2,2023-08-20 02:04:42
1382,2778,Hyundai,Innova,2017,MH71AB1843,UberPool,Car,5,2024-01-03 19:21:58
1383,2779,TVS,Ape,2019,MH71AB7775,UberX,Auto,1,2023-09-05 16:35:25
1384,2783,Maruti,WagonR,2022,MH60AB6024,UberPool,Car,3,2023-02-15 04:21:16
1385,2785,TVS,Classic 350,2020,MH69AB3455,UberBlack,Bike,2,2022-09-09 01:18:03
1386,2787,TVS,RE,2017,MH59AB4442,UberPool,Auto,5,2024-07-09 07:53:50
1387,2789,TVS,Splendor,2018,MH84AB1170,UberBlack,Bike,2,2023-07-18 16:25:11
1388,2790,TVS,Ape,2021,MH77AB6715,UberBlack,Auto,4,2024-06-29 07:15:42
1389,2791,Tata,WagonR,2017,MH93AB7680,UberX,Car,2,2023-03-25 23:52:15
1390,2793,Bajaj,King,2023,MH70AB1553,UberBlack,Auto,4,2022-10-27 02:34:48
1391,2794,Royal Enfield,Classic 350,2020,MH69AB1669,UberBlack,Bike,2,2024-11-03 03:08:17
1392,2797,Honda,i20,2021,MH28AB7164,UberX,Car,4,2024-10-05 03:57:55
1393,2800,Honda,Pulsar,2022,MH18AB2399,UberX,Bike,2,2023-02-19 00:31:04
1394,2801,Bajaj,Apache,2016,MH26AB7872,UberX,Bike,2,2023-05-14 18:34:23
1395,2805,Maruti,WagonR,2023,MH93AB3751,UberPool,Car,2,2024-02-09 03:20:47
1396,2806,Toyota,Dzire,2018,MH16AB3344,UberX,Car,5,2024-06-29 22:40:18
1397,2808,Bajaj,King,2019,MH58AB1369,UberPool,Auto,6,2023-09-21 18:43:14
1398,2811,Tata,i20,2019,MH39AB1037,UberPool,Car,5,2024-04-01 07:11:51
1399,2813,Bajaj,Pulsar,2020,MH66AB9809,UberPool,Bike,2,2023-12-05 04:34:48
1400,2814,Bajaj,Activa,2019,MH21AB3237,UberBlack,Bike,2,2025-04-27 00:21:47
1401,2818,Bajaj,Classic 350,2015,MH14AB7267,UberPool,Bike,2,2023-10-10 10:55:19
1402,2819,Honda,Activa,2020,MH46AB9711,UberPool,Bike,2,2025-04-23 14:29:27
1403,2820,Bajaj,Splendor,2016,MH84AB9524,UberX,Bike,2,2023-09-02 10:03:21
1404,2823,Bajaj,Apache,2020,MH49AB3345,UberBlack,Bike,2,2024-10-28 08:48:01
1405,2825,Hyundai,Dzire,2022,MH62AB5959,UberX,Car,3,2022-10-05 16:45:22
1406,2826,Hero,Classic 350,2023,MH64AB9684,UberBlack,Bike,2,2024-06-04 11:07:30
1407,2829,Honda,Classic 350,2015,MH96AB3956,UberX,Bike,2,2023-06-09 03:33:31
1408,2831,Honda,Dzire,2017,MH25AB5081,UberX,Car,4,2025-05-18 22:51:39
1409,2836,Maruti,i20,2020,MH81AB7574,UberPool,Car,2,2023-09-18 04:13:29
1410,2837,Piaggio,Ape,2017,MH79AB8732,UberBlack,Auto,5,2023-11-07 19:07:45
1411,2840,Bajaj,Activa,2022,MH35AB2249,UberPool,Bike,2,2024-04-09 16:36:10
1412,2841,Hyundai,i20,2020,MH62AB3845,UberBlack,Car,1,2024-10-09 19:43:29
1413,2842,Honda,Classic 350,2019,MH48AB2881,UberPool,Bike,2,2022-10-06 17:49:19
1414,2843,Toyota,Dzire,2017,MH79AB9299,UberX,Car,4,2023-04-15 14:52:25
1415,2846,Maruti,Innova,2016,MH99AB1677,UberX,Car,5,2023-08-10 11:34:18
1416,2847,TVS,Apache,2016,MH29AB1347,UberX,Bike,2,2023-10-31 04:29:21
1417,2850,Bajaj,Ape,2015,MH20AB9013,UberPool,Auto,3,2022-09-13 06:29:53
1418,2852,TVS,Splendor,2021,MH45AB9680,UberPool,Bike,2,2024-09-02 10:38:58
1419,2853,Bajaj,Ape,2016,MH17AB5408,UberPool,Auto,4,2022-09-09 16:10:09
1420,2858,Tata,Innova,2015,MH22AB6824,UberX,Car,4,2023-05-12 18:09:35
1421,2859,Piaggio,Ape,2022,MH42AB5518,UberX,Auto,1,2024-05-04 22:42:16
1422,2861,Tata,Swift,2022,MH78AB6597,UberPool,Car,6,2025-05-06 04:39:07
1423,2862,Bajaj,RE,2015,MH83AB7102,UberBlack,Auto,4,2024-06-15 20:59:17
1424,2863,Toyota,Ertiga,2023,MH37AB7519,UberBlack,Car,6,2023-03-02 19:33:05
1425,2865,Bajaj,King,2015,MH21AB5253,UberPool,Auto,4,2025-05-21 07:23:57
1426,2866,Bajaj,RE,2017,MH61AB8953,UberX,Auto,3,2024-06-02 06:08:20
1427,2867,Piaggio,Ape,2020,MH74AB2633,UberBlack,Auto,6,2022-10-08 15:55:37
1428,2869,Hero,Splendor,2020,MH15AB2750,UberBlack,Bike,2,2023-01-20 12:40:33
1429,2870,Royal Enfield,Activa,2022,MH95AB3166,UberX,Bike,2,2024-09-24 16:16:49
1430,2872,Bajaj,King,2016,MH83AB3141,UberX,Auto,1,2024-11-12 07:34:43
1431,2873,Bajaj,Ape,2020,MH26AB4903,UberX,Auto,6,2022-08-19 17:35:26
1432,2874,Honda,WagonR,2015,MH44AB4239,UberPool,Car,5,2023-08-05 08:44:01
1433,2876,Honda,Pulsar,2016,MH53AB9774,UberBlack,Bike,2,2024-10-26 19:07:03
1434,2878,TVS,Splendor,2016,MH64AB4457,UberBlack,Bike,2,2023-02-02 08:02:44
1435,2879,TVS,RE,2019,MH86AB3701,UberX,Auto,4,2023-10-31 06:23:03
1436,2880,Royal Enfield,Apache,2016,MH49AB4006,UberPool,Bike,2,2023-12-08 16:34:50
1437,2884,TVS,RE,2021,MH30AB7315,UberX,Auto,3,2025-03-24 20:18:38
1438,2886,Bajaj,Ape,2023,MH40AB2148,UberX,Auto,3,2022-08-25 07:03:31
1439,2887,Piaggio,King,2022,MH40AB8114,UberBlack,Auto,4,2025-02-27 10:33:51
1440,2888,Bajaj,Apache,2019,MH34AB6008,UberX,Bike,2,2024-09-10 16:27:22
1441,2889,TVS,King,2022,MH76AB9116,UberX,Auto,5,2022-08-25 10:29:46
1442,2890,TVS,Classic 350,2016,MH53AB7653,UberBlack,Bike,2,2024-07-20 04:53:28
1443,2891,Bajaj,Activa,2015,MH30AB1768,UberX,Bike,2,2025-04-09 04:22:46
1444,2894,Honda,Splendor,2019,MH26AB5800,UberPool,Bike,2,2024-10-30 11:20:33
1445,2895,TVS,RE,2015,MH16AB5703,UberX,Auto,5,2023-03-17 20:16:43
1446,2896,Tata,Ertiga,2020,MH71AB4736,UberPool,Car,4,2023-11-02 01:29:00
1447,2898,Hyundai,Dzire,2021,MH58AB3267,UberX,Car,3,2024-12-08 21:21:12
1448,2900,Honda,Pulsar,2015,MH38AB7759,UberBlack,Bike,2,2025-07-14 22:25:22
1449,2902,Maruti,i20,2016,MH44AB1960,UberX,Car,6,2022-12-09 20:59:11
1450,2905,Bajaj,Classic 350,2018,MH23AB2862,UberPool,Bike,2,2023-11-08 02:04:26
1451,2906,Toyota,WagonR,2019,MH18AB5237,UberPool,Car,3,2025-01-07 07:14:11
1452,2907,Honda,Splendor,2015,MH91AB2077,UberBlack,Bike,2,2023-11-03 05:28:49
1453,2909,Bajaj,Activa,2018,MH37AB6406,UberBlack,Bike,2,2023-10-17 20:52:25
1454,2910,Piaggio,King,2022,MH49AB3680,UberX,Auto,5,2022-12-29 10:57:06
1455,2911,Piaggio,RE,2020,MH88AB7836,UberBlack,Auto,4,2022-11-26 12:04:56
1456,2912,TVS,King,2016,MH55AB5082,UberBlack,Auto,1,2023-02-04 20:08:21
1457,2913,Toyota,WagonR,2017,MH48AB8618,UberBlack,Car,2,2024-04-13 22:14:24
1458,2915,TVS,Splendor,2015,MH35AB3347,UberBlack,Bike,2,2023-09-16 02:30:31
1459,2916,Bajaj,Ape,2015,MH91AB1910,UberPool,Auto,3,2024-12-30 07:14:48
1460,2917,Royal Enfield,Splendor,2019,MH48AB3386,UberPool,Bike,2,2024-05-08 11:49:09
1461,2921,TVS,RE,2020,MH50AB5256,UberBlack,Auto,1,2023-08-28 21:57:21
1462,2924,TVS,RE,2018,MH25AB7562,UberBlack,Auto,4,2025-04-02 15:32:47
1463,2925,Bajaj,Ape,2015,MH65AB8256,UberPool,Auto,3,2025-02-10 02:22:02
1464,2926,Bajaj,Ape,2018,MH49AB4787,UberBlack,Auto,5,2023-10-15 05:04:24
1465,2930,Honda,Splendor,2019,MH50AB4473,UberBlack,Bike,2,2025-05-16 19:53:02
1466,2931,Piaggio,RE,2020,MH32AB9411,UberPool,Auto,5,2024-11-29 20:13:33
1467,2932,Bajaj,King,2022,MH35AB5065,UberBlack,Auto,1,2025-01-20 08:07:58
1468,2936,Toyota,Swift,2022,MH39AB5542,UberPool,Car,2,2025-06-13 20:25:31
1469,2939,Piaggio,RE,2015,MH33AB4768,UberPool,Auto,3,2024-08-02 19:52:20
1470,2940,Toyota,Dzire,2019,MH70AB5153,UberX,Car,6,2025-06-12 03:06:19
1471,2942,Piaggio,King,2018,MH68AB3576,UberX,Auto,2,2022-10-08 10:45:05
1472,2943,Hyundai,Swift,2020,MH19AB7549,UberX,Car,2,2025-02-21 18:44:56
1473,2944,Toyota,Innova,2016,MH13AB8986,UberBlack,Car,1,2024-05-12 16:03:37
1474,2946,TVS,Apache,2023,MH73AB1887,UberBlack,Bike,2,2023-11-19 15:40:01
1475,2947,Hero,Apache,2017,MH29AB5901,UberPool,Bike,2,2025-01-15 20:14:38
1476,2948,TVS,Splendor,2016,MH85AB3560,UberPool,Bike,2,2024-03-17 07:04:55
1477,2949,Hero,Pulsar,2020,MH39AB9367,UberX,Bike,2,2023-12-19 02:36:14
1478,2950,Honda,Splendor,2016,MH41AB6656,UberX,Bike,2,2023-09-12 14:02:31
1479,2952,Bajaj,Apache,2019,MH18AB8707,UberX,Bike,2,2024-03-07 09:21:20
1480,2953,Royal Enfield,Apache,2020,MH73AB2986,UberPool,Bike,2,2025-03-23 15:56:24
1481,2954,Bajaj,Pulsar,2023,MH90AB3153,UberPool,Bike,2,2022-10-27 19:09:41
1482,2956,Bajaj,Splendor,2021,MH25AB7725,UberX,Bike,2,2022-10-29 20:27:59
1483,2959,Honda,Ertiga,2020,MH65AB4890,UberPool,Car,2,2022-09-07 03:02:15
1484,2960,Maruti,WagonR,2021,MH19AB6122,UberX,Car,3,2025-05-12 05:08:30
1485,2963,Maruti,Innova,2023,MH94AB7314,UberBlack,Car,3,2025-06-08 06:34:45
1486,2965,Piaggio,King,2022,MH68AB2267,UberPool,Auto,2,2024-09-30 13:30:41
1487,2966,Bajaj,Ape,2021,MH13AB9276,UberX,Auto,6,2022-09-10 22:20:53
1488,2976,Bajaj,RE,2015,MH20AB5661,UberPool,Auto,6,2024-09-03 06:50:09
1489,2978,Maruti,Ertiga,2018,MH86AB3437,UberPool,Car,5,2023-08-16 15:31:48
1490,2979,Piaggio,Ape,2016,MH78AB4393,UberX,Auto,3,2024-02-27 20:13:16
1491,2981,Hero,Classic 350,2018,MH81AB9568,UberX,Bike,2,2022-10-14 09:29:46
1492,2982,Honda,Classic 350,2023,MH55AB2451,UberBlack,Bike,2,2022-12-26 12:05:06
1493,2983,TVS,King,2015,MH54AB1576,UberBlack,Auto,5,2023-12-31 12:12:56
1494,2984,TVS,Classic 350,2023,MH78AB3626,UberPool,Bike,2,2025-05-19 06:10:54
1495,2988,Bajaj,Activa,2015,MH11AB8850,UberX,Bike,2,2023-07-10 19:27:48
1496,2989,TVS,RE,2015,MH91AB2839,UberBlack,Auto,6,2023-10-09 08:38:12
1497,2991,Royal Enfield,Pulsar,2018,MH68AB4453,UberPool,Bike,2,2024-11-02 16:55:49
1498,2993,TVS,Splendor,2022,MH76AB4658,UberBlack,Bike,2,2023-10-20 14:02:45
1499,2996,Piaggio,RE,2023,MH38AB1814,UberPool,Auto,5,2023-03-10 09:17:04
1500,3000,Honda,Activa,2020,MH23AB5182,UberPool,Bike,2,2025-01-26 11:06:04
1501,3001,Honda,Activa,2018,MH62AB8560,UberX,Bike,2,2025-06-30 08:43:32
1502,3003,Royal Enfield,Classic 350,2019,MH82AB1578,UberPool,Bike,2,2025-05-27 02:31:39
1503,3004,Honda,Activa,2021,MH67AB7104,UberX,Bike,2,2024-12-19 20:29:00
1504,3007,TVS,King,2016,MH20AB7962,UberPool,Auto,3,2022-11-15 16:10:21
1505,3009,Hero,Apache,2020,MH61AB4395,UberPool,Bike,2,2023-11-22 14:30:37
1506,3010,Maruti,i20,2015,MH90AB8190,UberX,Car,5,2024-12-24 15:54:00
1507,3012,Maruti,Ertiga,2015,MH27AB6726,UberBlack,Car,3,2025-01-25 22:43:53
1508,3013,TVS,Pulsar,2018,MH70AB8812,UberPool,Bike,2,2024-09-14 05:31:12
1509,3014,Maruti,Ertiga,2018,MH22AB7201,UberPool,Car,6,2024-10-29 05:57:18
1510,3018,TVS,RE,2017,MH63AB2765,UberPool,Auto,3,2023-07-22 12:52:44
1511,3019,TVS,Ape,2017,MH11AB2695,UberX,Auto,3,2025-02-03 05:18:45
1512,3025,Bajaj,RE,2020,MH47AB6521,UberPool,Auto,1,2022-09-14 05:09:47
1513,3026,Bajaj,King,2019,MH85AB1513,UberBlack,Auto,6,2025-03-15 19:01:47
1514,3027,Bajaj,Ape,2023,MH36AB9126,UberPool,Auto,6,2022-08-10 01:40:00
1515,3032,Bajaj,Activa,2023,MH71AB3213,UberPool,Bike,2,2025-01-24 23:11:13
1516,3036,Hero,Classic 350,2018,MH11AB4312,UberPool,Bike,2,2022-09-17 00:21:16
1517,3037,Honda,Dzire,2015,MH13AB1490,UberBlack,Car,1,2024-07-24 01:24:51
1518,3047,Bajaj,Apache,2017,MH88AB6033,UberBlack,Bike,2,2023-01-29 16:42:51
1519,3048,Maruti,WagonR,2019,MH23AB8170,UberBlack,Car,5,2024-07-05 18:58:23
1520,3053,TVS,King,2019,MH62AB7348,UberX,Auto,5,2022-09-26 12:13:43
1521,3054,TVS,Ape,2018,MH55AB2634,UberBlack,Auto,5,2023-02-17 16:29:29
1522,3055,Bajaj,Pulsar,2020,MH29AB8411,UberPool,Bike,2,2025-02-24 02:15:17
1523,3061,TVS,RE,2015,MH31AB3087,UberX,Auto,1,2022-09-13 03:22:18
1524,3064,Toyota,Innova,2015,MH57AB7262,UberBlack,Car,4,2023-05-07 14:12:16
1525,3065,Hero,Pulsar,2020,MH20AB7045,UberBlack,Bike,2,2024-10-13 07:45:06
1526,3067,Piaggio,RE,2019,MH23AB9463,UberBlack,Auto,2,2022-10-03 05:12:45
1527,3068,Bajaj,King,2016,MH62AB7595,UberPool,Auto,1,2025-06-24 15:49:05
1528,3073,Piaggio,RE,2017,MH37AB3082,UberPool,Auto,5,2023-01-30 12:30:05
1529,3082,TVS,King,2022,MH91AB1551,UberBlack,Auto,5,2023-07-18 19:47:06
1530,3085,Bajaj,Classic 350,2016,MH51AB3302,UberPool,Bike,2,2023-08-18 04:57:44
1531,3087,Honda,Apache,2023,MH46AB5960,UberPool,Bike,2,2023-02-28 13:55:38
1532,3088,Maruti,Dzire,2017,MH43AB3444,UberPool,Car,5,2024-08-15 09:18:53
1533,3094,TVS,RE,2016,MH41AB8561,UberX,Auto,4,2024-10-22 20:32:57
1534,3097,Hyundai,Innova,2015,MH38AB2207,UberX,Car,5,2022-08-28 11:49:10
1535,3099,Toyota,WagonR,2021,MH90AB2995,UberPool,Car,1,2025-03-07 15:39:21
1536,3100,Bajaj,Ape,2021,MH10AB7278,UberX,Auto,1,2023-01-29 21:51:17
1537,3102,Royal Enfield,Splendor,2023,MH82AB3033,UberX,Bike,2,2022-12-18 20:42:22
1538,3103,Piaggio,RE,2020,MH58AB3343,UberPool,Auto,6,2025-01-03 02:41:39
1539,3105,Royal Enfield,Activa,2023,MH95AB4463,UberPool,Bike,2,2023-01-21 15:47:52
1540,3106,Maruti,Dzire,2019,MH20AB5602,UberX,Car,2,2023-11-11 15:52:45
1541,3109,Honda,Swift,2016,MH81AB2696,UberPool,Car,1,2024-10-07 22:20:10
1542,3110,Hero,Pulsar,2017,MH50AB2897,UberPool,Bike,2,2024-12-12 22:22:43
1543,3114,Piaggio,RE,2019,MH49AB8379,UberX,Auto,5,2023-05-25 03:24:17
1544,3115,Royal Enfield,Splendor,2019,MH16AB7330,UberPool,Bike,2,2024-07-25 01:12:34
1545,3116,Hyundai,Ertiga,2023,MH68AB9627,UberX,Car,1,2024-09-01 21:42:28
1546,3117,Toyota,Swift,2019,MH55AB7385,UberPool,Car,3,2023-06-18 08:21:06
1547,3120,Bajaj,Pulsar,2022,MH51AB8739,UberBlack,Bike,2,2024-01-29 04:53:37
1548,3121,Hero,Classic 350,2019,MH13AB4645,UberX,Bike,2,2024-05-26 00:05:08
1549,3122,TVS,Apache,2023,MH67AB1060,UberBlack,Bike,2,2025-07-25 11:41:30
1550,3123,Toyota,i20,2016,MH39AB7441,UberBlack,Car,5,2024-09-15 13:08:12
1551,3124,Hero,Pulsar,2021,MH48AB2160,UberX,Bike,2,2022-11-23 05:11:16
1552,3126,Hero,Pulsar,2017,MH64AB8387,UberPool,Bike,2,2025-04-01 21:19:23
1553,3131,Maruti,Ertiga,2023,MH15AB6696,UberPool,Car,4,2023-11-06 07:16:35
1554,3133,Maruti,Ertiga,2015,MH20AB1438,UberBlack,Car,5,2025-03-02 00:05:02
1555,3135,TVS,Apache,2021,MH22AB3715,UberPool,Bike,2,2025-05-11 04:14:19
1556,3139,Tata,Swift,2021,MH46AB1349,UberX,Car,3,2024-01-14 14:47:59
1557,3142,TVS,Activa,2021,MH69AB5920,UberBlack,Bike,2,2024-01-11 12:57:12
1558,3143,Honda,Activa,2019,MH75AB5134,UberBlack,Bike,2,2024-04-28 13:50:06
1559,3145,Tata,Swift,2018,MH61AB2745,UberX,Car,1,2024-12-06 01:49:39
1560,3146,Royal Enfield,Splendor,2016,MH66AB8967,UberX,Bike,2,2023-05-16 18:40:58
1561,3147,TVS,King,2019,MH86AB4232,UberX,Auto,1,2022-12-07 05:56:28
1562,3149,Honda,Splendor,2016,MH19AB8247,UberX,Bike,2,2022-08-06 18:36:23
1563,3151,Piaggio,King,2015,MH14AB5555,UberBlack,Auto,1,2024-05-06 12:45:17
1564,3153,Maruti,Innova,2019,MH47AB2411,UberPool,Car,3,2025-03-08 21:17:17
1565,3154,TVS,King,2019,MH39AB4807,UberX,Auto,6,2022-10-25 08:31:12
1566,3156,Piaggio,King,2021,MH99AB6610,UberPool,Auto,2,2024-11-14 17:44:05
1567,3158,Honda,Swift,2022,MH97AB1434,UberX,Car,6,2024-11-24 00:10:45
1568,3161,Hyundai,Dzire,2015,MH17AB6097,UberBlack,Car,6,2023-11-12 07:51:18
1569,3164,Piaggio,RE,2021,MH90AB7622,UberPool,Auto,2,2022-09-14 22:57:53
1570,3165,TVS,Ape,2016,MH88AB8825,UberBlack,Auto,4,2023-06-09 18:38:42
1571,3166,Maruti,WagonR,2018,MH82AB5971,UberPool,Car,6,2024-11-27 15:27:12
1572,3168,Hyundai,i20,2022,MH29AB4212,UberBlack,Car,5,2024-09-11 21:41:50
1573,3169,Honda,Classic 350,2020,MH94AB4991,UberBlack,Bike,2,2023-12-14 01:48:27
1574,3171,Tata,Ertiga,2021,MH80AB8425,UberBlack,Car,1,2023-06-24 16:13:39
1575,3172,Hero,Pulsar,2019,MH83AB4289,UberX,Bike,2,2025-06-22 16:00:22
1576,3175,Honda,Classic 350,2022,MH14AB8052,UberX,Bike,2,2024-02-20 01:13:40
1577,3176,TVS,Activa,2016,MH71AB4751,UberPool,Bike,2,2025-01-07 10:44:47
1578,3178,Honda,Pulsar,2016,MH25AB7366,UberX,Bike,2,2024-03-15 07:43:24
1579,3182,Hero,Classic 350,2023,MH88AB4079,UberPool,Bike,2,2024-03-13 06:44:59
1580,3184,Royal Enfield,Apache,2021,MH36AB9767,UberBlack,Bike,2,2023-03-30 00:20:57
1581,3185,TVS,RE,2016,MH47AB6368,UberPool,Auto,4,2023-06-04 23:59:14
1582,3186,Toyota,i20,2018,MH42AB3167,UberPool,Car,6,2025-06-25 09:13:41
1583,3189,Honda,WagonR,2021,MH84AB3472,UberPool,Car,3,2023-12-08 12:17:29
1584,3190,Honda,Ertiga,2015,MH52AB1390,UberBlack,Car,2,2023-11-22 15:58:37
1585,3191,Hero,Splendor,2015,MH95AB2314,UberX,Bike,2,2024-03-28 23:51:20
1586,3192,Piaggio,RE,2016,MH51AB7948,UberX,Auto,4,2024-06-27 16:58:38
1587,3193,Honda,WagonR,2018,MH81AB5225,UberPool,Car,6,2025-03-14 03:34:19
1588,3197,Piaggio,Ape,2016,MH27AB2437,UberX,Auto,1,2024-02-10 00:56:23
1589,3199,Honda,i20,2017,MH93AB4165,UberBlack,Car,3,2023-07-11 11:14:12
1590,3200,TVS,Ape,2015,MH97AB7633,UberPool,Auto,2,2024-11-21 08:49:27
1591,3202,Toyota,Swift,2015,MH43AB5299,UberBlack,Car,1,2023-06-17 20:54:21
1592,3206,Royal Enfield,Pulsar,2021,MH56AB6193,UberBlack,Bike,2,2024-06-20 08:45:32
1593,3208,Hero,Activa,2017,MH26AB2176,UberBlack,Bike,2,2024-09-16 23:38:04
1594,3211,Bajaj,RE,2015,MH62AB4495,UberX,Auto,5,2025-02-12 20:00:12
1595,3212,TVS,King,2016,MH71AB7298,UberX,Auto,6,2023-02-23 16:03:58
1596,3214,Piaggio,Ape,2018,MH13AB3548,UberX,Auto,4,2025-01-02 14:34:35
1597,3216,Hero,Classic 350,2018,MH64AB9302,UberX,Bike,2,2024-01-04 11:54:44
1598,3217,Honda,Activa,2016,MH62AB8576,UberPool,Bike,2,2024-08-10 01:57:31
1599,3219,Hero,Pulsar,2017,MH38AB2109,UberBlack,Bike,2,2023-10-26 01:35:12
1600,3220,Piaggio,RE,2017,MH53AB3292,UberBlack,Auto,2,2022-10-01 04:03:59
1601,3222,TVS,King,2016,MH32AB7234,UberBlack,Auto,2,2023-12-27 06:29:14
1602,3228,Honda,Apache,2020,MH31AB4055,UberPool,Bike,2,2024-07-01 01:45:07
1603,3229,Honda,WagonR,2019,MH43AB5936,UberBlack,Car,5,2025-01-26 03:08:20
1604,3234,Bajaj,Classic 350,2023,MH65AB9311,UberX,Bike,2,2023-05-28 17:26:16
1605,3235,Maruti,Innova,2018,MH38AB1759,UberPool,Car,3,2024-07-16 13:00:21
1606,3236,Honda,Ertiga,2023,MH13AB6250,UberBlack,Car,4,2024-03-26 07:58:30
1607,3238,Hero,Apache,2020,MH99AB6697,UberBlack,Bike,2,2022-08-13 07:44:41
1608,3239,Piaggio,Ape,2015,MH91AB7367,UberBlack,Auto,2,2023-03-22 10:56:24
1609,3240,Honda,Classic 350,2015,MH31AB6838,UberBlack,Bike,2,2024-12-21 07:28:13
1610,3242,Toyota,Swift,2019,MH59AB4856,UberPool,Car,2,2024-11-24 16:52:14
1611,3243,Tata,Dzire,2021,MH60AB1368,UberX,Car,2,2024-03-07 22:55:20
1612,3245,Hyundai,i20,2019,MH19AB9768,UberX,Car,2,2024-02-27 09:21:19
1613,3246,TVS,King,2022,MH69AB4725,UberBlack,Auto,4,2025-07-22 16:54:46
1614,3248,Bajaj,Ape,2020,MH72AB6174,UberPool,Auto,1,2023-03-12 01:29:07
1615,3251,Piaggio,RE,2019,MH67AB5414,UberBlack,Auto,1,2025-02-05 16:58:08
1616,3252,Maruti,WagonR,2018,MH60AB8471,UberX,Car,2,2025-07-21 12:17:24
1617,3253,Piaggio,King,2017,MH55AB7438,UberBlack,Auto,4,2024-10-07 09:06:59
1618,3255,Hero,Splendor,2017,MH56AB5778,UberBlack,Bike,2,2022-09-05 20:11:02
1619,3257,Toyota,Dzire,2015,MH11AB9897,UberX,Car,3,2022-10-06 17:50:54
1620,3260,Bajaj,Splendor,2023,MH99AB3394,UberBlack,Bike,2,2023-02-18 13:43:53
1621,3261,Hyundai,Ertiga,2023,MH27AB9376,UberPool,Car,2,2023-09-06 01:10:33
1622,3262,Maruti,Swift,2022,MH97AB9547,UberBlack,Car,2,2024-04-08 15:35:24
1623,3263,Toyota,Ertiga,2022,MH39AB7992,UberPool,Car,3,2022-11-14 03:13:35
1624,3264,TVS,RE,2017,MH10AB8732,UberX,Auto,1,2023-10-29 01:15:37
1625,3267,Honda,WagonR,2015,MH80AB5832,UberX,Car,5,2022-11-30 18:13:01
1626,3269,TVS,Splendor,2021,MH97AB3624,UberPool,Bike,2,2023-03-20 18:31:45
1627,3270,Piaggio,King,2018,MH90AB7480,UberPool,Auto,1,2023-02-19 23:05:34
1628,3272,Honda,Ertiga,2020,MH55AB6439,UberX,Car,6,2024-01-14 23:53:18
1629,3274,Bajaj,RE,2020,MH20AB1530,UberBlack,Auto,1,2024-12-21 11:51:30
1630,3275,TVS,Ape,2023,MH42AB3111,UberX,Auto,4,2022-08-17 08:30:30
1631,3276,Toyota,Ertiga,2015,MH11AB4437,UberPool,Car,1,2023-09-05 04:33:43
1632,3277,Bajaj,Pulsar,2018,MH51AB1627,UberX,Bike,2,2025-06-05 04:05:11
1633,3278,Piaggio,Ape,2018,MH10AB4119,UberBlack,Auto,3,2024-10-02 10:10:31
1634,3282,Bajaj,Ape,2019,MH35AB8485,UberPool,Auto,2,2023-09-17 23:18:20
1635,3285,Bajaj,King,2017,MH81AB1493,UberBlack,Auto,1,2025-01-01 18:45:46
1636,3286,Royal Enfield,Pulsar,2016,MH64AB7984,UberBlack,Bike,2,2024-02-14 18:44:45
1637,3288,Honda,Classic 350,2019,MH11AB5075,UberX,Bike,2,2023-01-28 17:09:00
1638,3293,Hyundai,Innova,2019,MH42AB2053,UberX,Car,4,2023-01-30 04:35:09
1639,3294,Tata,WagonR,2019,MH84AB8607,UberX,Car,1,2022-08-09 22:14:59
1640,3295,Piaggio,King,2019,MH52AB1450,UberX,Auto,3,2024-02-18 15:46:07
1641,3296,Piaggio,RE,2022,MH62AB5904,UberX,Auto,5,2024-02-22 10:55:53
1642,3298,Bajaj,Activa,2015,MH85AB3123,UberPool,Bike,2,2025-01-26 19:17:01
