payment_id,trip_id,amount,payment_method,payment_status,payment_date
2075,2075,716.83,Cash,Completed,2024-04-05 05:39:53
2076,2076,333.66,Paytm,Completed,2024-01-01 21:30:29
2077,2077,224.65,UPI,Completed,2024-02-15 06:15:35
2078,2078,373.87,UPI,Completed,2024-10-16 05:59:08
2079,2079,500.61,PayPal,Failed,2025-04-17 20:49:58
2080,2080,615.22,Credit Card,Completed,2024-10-28 08:25:45
2081,2081,662.08,Paytm,Completed,2025-07-14 19:41:00
2082,2082,327.53,UPI,Completed,2024-12-18 10:09:14
2083,2083,744.97,PayPal,Completed,2023-08-12 00:17:12
2084,2084,587.7,PayPal,Completed,2025-03-29 03:01:08
2085,2085,216.28,PayPal,Completed,2025-01-01 03:30:05
2086,2086,240.72,PayPal,Completed,2023-12-16 07:44:40
2087,2087,631.32,Cash,Completed,2024-06-27 13:51:03
2088,2088,730.26,UPI,Pending,2024-04-25 05:32:45
2089,2089,219.09,Credit Card,Completed,2024-11-18 19:34:46
2090,2090,799.87,UPI,Completed,2023-11-30 14:53:45
2091,2091,393.51,Cash,Completed,2024-07-08 07:50:29
2092,2092,150.14,Credit Card,Completed,2024-06-12 17:09:50
2093,2093,345.9,UPI,Completed,2024-04-19 09:17:01
2094,2094,221.05,Paytm,Completed,2023-08-22 06:15:37
2095,2095,338.6,Paytm,Completed,2025-05-13 03:41:49
2096,2096,788.66,UPI,Completed,2024-10-18 06:10:37
2097,2097,346.92,Credit Card,Completed,2024-02-04 20:39:55
2098,2098,371.61,PayPal,Completed,2025-05-11 13:03:27
2099,2099,560.92,UPI,Completed,2024-08-14 15:02:31
2100,2100,487.31,Paytm,Completed,2024-01-08 12:43:32
2101,2101,248.17,Credit Card,Completed,2025-04-24 00:47:44
2102,2102,274.83,Paytm,Completed,2023-09-09 09:01:32
2103,2103,222.59,PayPal,Completed,2023-09-18 14:07:17
2104,2104,300.67,UPI,Completed,2023-10-21 10:19:59
2105,2105,52.41,Paytm,Completed,2024-06-21 04:07:03
2106,2106,367.33,UPI,Completed,2024-01-05 04:59:56
2107,2107,201.22,PayPal,Completed,2024-10-07 14:13:33
2108,2108,789.15,Cash,Completed,2024-10-01 01:08:53
2109,2109,247.81,PayPal,Completed,2023-09-29 07:08:26
2110,2110,60.39,PayPal,Completed,2024-08-08 01:00:30
2111,2111,165.86,Credit Card,Completed,2024-08-19 09:29:27
2112,2112,264.65,Paytm,Completed,2023-11-15 05:35:20
2113,2113,394.13,UPI,Completed,2025-01-08 03:03:07
2114,2114,76.39,PayPal,Failed,2023-12-01 18:19:00
2115,2115,83.97,UPI,Completed,2023-08-16 21:56:52
2116,2116,500.85,Paytm,Completed,2025-04-23 04:50:05
2117,2117,341.8,PayPal,Completed,2025-07-15 04:19:42
2118,2118,291.93,Credit Card,Completed,2023-10-12 11:36:19
2119,2119,331.38,Paytm,Completed,2023-08-13 19:21:46
2120,2120,537.76,UPI,Completed,2024-12-06 21:33:32
2121,2121,338.26,Credit Card,Completed,2025-02-15 13:14:32
2122,2122,597.99,Paytm,Completed,2025-07-23 09:46:32
2123,2123,752.96,UPI,Completed,2025-06-08 18:23:42
2124,2124,67.86,Credit Card,Completed,2023-12-30 00:36:48
2125,2125,605.71,Paytm,Completed,2025-06-07 22:53:09
2126,2126,407.39,UPI,Completed,2023-12-18 05:51:22
2127,2127,765.04,PayPal,Completed,2024-09-09 00:07:53
2128,2128,158.93,Credit Card,Pending,2025-07-05 03:05:21
2129,2129,764.23,Paytm,Completed,2024-01-23 16:45:59
2130,2130,228.13,Cash,Completed,2023-10-11 04:55:49
2131,2131,111.47,Credit Card,Completed,2023-10-08 14:24:40
2132,2132,176.86,UPI,Completed,2023-09-26 03:04:02
2133,2133,146.16,Cash,Completed,2023-08-09 21:38:20
2134,2134,233.31,Cash,Completed,2025-06-12 22:30:57
2135,2135,486.11,Paytm,Completed,2023-12-29 10:30:43
2136,2136,257.92,PayPal,Completed,2024-11-22 07:10:02
2137,2137,56.97,Paytm,Completed,2025-05-30 10:03:26
2138,2138,99.77,Credit Card,Pending,2024-07-29 11:17:13
2139,2139,460.56,UPI,Completed,2024-03-19 23:50:50
2140,2140,168.33,Cash,Completed,2024-08-08 03:55:21
2141,2141,218.49,Paytm,Completed,2023-12-02 18:31:17
2142,2142,229.87,PayPal,Completed,2025-05-01 09:08:56
2143,2143,719.72,UPI,Completed,2025-04-19 21:21:17
2144,2144,59.79,Paytm,Completed,2025-02-08 09:29:47
2145,2145,500.56,PayPal,Completed,2025-04-14 18:52:50
2146,2146,100.96,PayPal,Completed,2025-03-13 17:54:25
2147,2147,158.55,Cash,Completed,2024-11-11 23:09:33
2148,2148,686.79,UPI,Completed,2025-07-11 02:58:40
2149,2149,363.26,PayPal,Completed,2024-05-20 19:38:47
2150,2150,453.06,UPI,Completed,2024-07-08 16:17:33
2151,2151,151.09,PayPal,Completed,2025-01-31 07:12:18
2152,2152,741.3,Credit Card,Completed,2025-03-13 15:31:21
2153,2153,287.88,Credit Card,Pending,2024-03-16 21:43:57
2154,2154,649.19,Credit Card,Completed,2025-07-31 07:34:16
2155,2155,755.46,Paytm,Completed,2024-06-29 12:25:28
2156,2156,253.59,PayPal,Completed,2024-12-26 08:54:05
2157,2157,233.47,Credit Card,Completed,2024-10-24 07:59:01
2158,2158,421.93,UPI,Failed,2024-12-11 06:22:07
2159,2159,693.25,PayPal,Completed,2024-03-22 18:11:54
2160,2160,449.53,PayPal,Completed,2024-08-19 18:37:54
2161,2161,532.21,PayPal,Completed,2025-01-30 19:08:00
2162,2162,277.21,PayPal,Completed,2025-06-27 04:40:55
2163,2163,153.15,UPI,Completed,2023-10-01 15:37:55
2164,2164,547.19,Cash,Completed,2024-02-13 05:36:51
2165,2165,552.68,PayPal,Completed,2025-01-28 19:21:47
2166,2166,421.35,Credit Card,Completed,2023-09-07 21:59:39
2167,2167,337.35,Credit Card,Completed,2025-04-22 06:11:50
2168,2168,114.79,PayPal,Failed,2024-07-25 00:49:12
2169,2169,709.63,PayPal,Completed,2025-04-16 02:38:17
2170,2170,118.37,UPI,Completed,2025-04-03 21:19:31
2171,2171,634.84,UPI,Completed,2023-11-25 02:00:44
2172,2172,243.26,Paytm,Completed,2025-07-18 08:35:04
2173,2173,121.02,UPI,Completed,2023-08-20 08:54:01
2174,2174,344.88,PayPal,Completed,2024-06-27 13:07:33
2175,2175,561.7,Credit Card,Completed,2023-10-27 03:06:38
2176,2176,302.39,Cash,Completed,2023-08-10 20:06:44
2177,2177,636.08,Paytm,Completed,2023-12-24 10:46:54
2178,2178,655.65,PayPal,Completed,2024-08-31 14:13:55
2179,2179,647.22,Cash,Completed,2025-04-13 19:31:13
2180,2180,485.75,Cash,Completed,2024-02-09 06:16:22
2181,2181,416.53,UPI,Completed,2024-03-06 17:06:55
2182,2182,521.21,UPI,Completed,2024-10-23 04:49:39
2183,2183,546.9,UPI,Completed,2024-07-03 20:31:28
2184,2184,424.01,PayPal,Completed,2024-12-13 14:58:13
2185,2185,256.71,PayPal,Completed,2023-08-06 18:12:11
2186,2186,342.35,PayPal,Pending,2025-04-12 13:59:13
2187,2187,694.37,Cash,Completed,2024-06-14 12:03:01
2188,2188,283.92,Cash,Pending,2024-12-03 14:28:06
2189,2189,481.54,Credit Card,Completed,2025-06-19 09:52:28
2190,2190,719.79,Credit Card,Pending,2024-12-27 09:23:41
2191,2191,666.86,Cash,Completed,2023-10-28 06:08:47
2192,2192,354.27,PayPal,Completed,2024-06-02 04:26:37
2193,2193,259.26,PayPal,Failed,2025-03-09 11:42:06
2194,2194,473.67,PayPal,Completed,2024-03-07 11:17:29
2195,2195,650.86,Paytm,Completed,2025-01-29 18:05:23
2196,2196,771.63,Credit Card,Completed,2024-10-08 16:29:21
2197,2197,224.42,Cash,Completed,2024-01-18 11:07:50
2198,2198,113.87,Paytm,Completed,2023-11-03 00:25:04
2199,2199,354.45,PayPal,Completed,2023-12-28 04:32:19
2200,2200,454.24,Cash,Completed,2024-01-08 20:50:55
2201,2201,211.94,Cash,Completed,2023-08-29 23:59:53
2202,2202,558.34,Paytm,Completed,2024-06-09 02:57:16
2203,2203,252.5,UPI,Completed,2024-09-03 04:04:41
2204,2204,56.04,PayPal,Completed,2023-10-02 06:38:46
2205,2205,508.18,UPI,Completed,2023-12-18 00:32:18
2206,2206,412.21,Credit Card,Completed,2024-04-09 11:14:04
2207,2207,555.52,Paytm,Completed,2025-02-24 09:14:45
2208,2208,157.27,Credit Card,Failed,2024-09-02 15:12:51
2209,2209,789.91,Cash,Pending,2025-06-28 18:25:05
2210,2210,463.19,UPI,Completed,2024-08-07 19:19:47
2211,2211,427.61,Cash,Completed,2024-09-18 03:38:34
2212,2212,389.0,Paytm,Completed,2025-05-27 07:52:53
2213,2213,438.85,UPI,Completed,2023-11-01 05:42:23
2214,2214,749.07,UPI,Completed,2024-12-17 16:38:43
2215,2215,484.27,Credit Card,Completed,2024-12-07 05:35:24
2216,2216,116.96,Cash,Failed,2025-07-02 05:30:02
2217,2217,115.84,Credit Card,Completed,2023-10-10 07:17:09
2218,2218,186.45,Cash,Completed,2025-01-09 22:55:14
2219,2219,660.93,Paytm,Completed,2023-09-22 00:03:16
2220,2220,91.66,PayPal,Completed,2025-04-15 10:28:11
2221,2221,752.1,UPI,Completed,2023-11-15 03:37:20
2222,2222,600.74,Cash,Completed,2024-04-28 08:40:48
2223,2223,159.34,Paytm,Completed,2023-12-21 01:12:10
2224,2224,186.75,UPI,Completed,2024-08-19 08:04:03
2225,2225,295.4,UPI,Completed,2023-09-06 12:34:11
2226,2226,387.68,PayPal,Completed,2025-06-25 06:25:24
2227,2227,610.27,Cash,Completed,2024-07-02 01:06:03
2228,2228,273.22,UPI,Completed,2025-05-08 02:52:03
2229,2229,124.65,PayPal,Completed,2025-07-26 12:46:55
2230,2230,193.3,Credit Card,Completed,2024-12-13 14:05:13
2231,2231,336.96,PayPal,Pending,2023-10-21 03:36:17
2232,2232,143.74,Cash,Completed,2023-11-22 03:10:27
2233,2233,127.44,Cash,Completed,2023-11-22 19:02:09
2234,2234,706.46,PayPal,Completed,2024-06-03 22:24:35
2235,2235,659.85,Paytm,Pending,2025-05-14 06:57:41
2236,2236,784.69,Paytm,Completed,2023-09-02 14:14:05
2237,2237,709.51,PayPal,Completed,2025-01-14 01:36:23
2238,2238,722.37,Cash,Completed,2024-06-25 18:17:15
2239,2239,642.03,PayPal,Completed,2025-01-24 11:55:31
2240,2240,168.36,Paytm,Completed,2023-10-18 09:15:56
2241,2241,115.76,Credit Card,Completed,2024-03-15 23:41:00
2242,2242,712.95,Paytm,Completed,2025-02-24 06:03:12
2243,2243,439.02,Paytm,Completed,2023-12-18 03:59:47
2244,2244,414.33,Cash,Completed,2024-02-16 00:55:59
2245,2245,308.64,UPI,Completed,2024-04-04 08:28:37
2246,2246,276.27,UPI,Completed,2024-10-06 03:38:23
2247,2247,60.43,PayPal,Pending,2024-07-07 00:03:49
2248,2248,738.8,Cash,Completed,2024-03-04 03:34:59
2249,2249,89.33,Cash,Completed,2023-10-08 07:09:21
2250,2250,279.28,Paytm,Completed,2024-03-22 19:24:26
2251,2251,63.36,Cash,Completed,2024-04-22 23:34:28
2252,2252,380.53,Credit Card,Completed,2025-03-05 01:10:58
2253,2253,163.13,PayPal,Completed,2025-05-23 16:02:14
2254,2254,783.71,Cash,Failed,2024-09-05 18:01:27
2255,2255,362.23,UPI,Completed,2023-12-25 21:31:52
2256,2256,295.36,PayPal,Completed,2024-01-28 12:07:14
2257,2257,285.99,Cash,Completed,2023-09-23 05:22:39
2258,2258,619.8,PayPal,Completed,2024-01-08 07:39:06
2259,2259,716.49,Credit Card,Pending,2025-06-15 07:47:06
2260,2260,335.86,UPI,Completed,2025-01-27 16:05:05
2261,2261,302.56,PayPal,Completed,2024-09-25 20:24:40
2262,2262,464.37,PayPal,Completed,2025-04-04 01:28:59
2263,2263,367.55,UPI,Completed,2024-03-26 15:48:08
2264,2264,80.11,Cash,Completed,2023-12-11 17:02:56
2265,2265,721.55,Paytm,Completed,2024-10-13 15:17:26
2266,2266,559.46,UPI,Completed,2024-08-01 16:51:18
2267,2267,552.37,UPI,Completed,2025-05-09 02:19:35
2268,2268,73.4,Paytm,Completed,2025-06-22 10:37:18
2269,2269,387.46,Credit Card,Completed,2024-01-06 21:52:03
2270,2270,539.48,UPI,Completed,2024-01-30 21:52:40
2271,2271,504.29,PayPal,Completed,2024-01-08 06:33:46
2272,2272,178.34,Cash,Completed,2023-08-22 07:41:55
2273,2273,436.52,Credit Card,Completed,2024-07-12 16:18:31
2274,2274,786.47,PayPal,Completed,2024-07-16 16:09:10
2275,2275,58.97,Cash,Completed,2024-01-10 12:24:02
2276,2276,364.41,Cash,Completed,2024-08-01 20:19:31
2277,2277,558.64,UPI,Completed,2025-05-29 13:31:22
2278,2278,198.34,UPI,Completed,2024-05-18 09:44:50
2279,2279,95.12,PayPal,Completed,2024-01-18 03:48:25
2280,2280,615.97,Cash,Completed,2024-04-02 08:11:20
2281,2281,59.62,UPI,Completed,2024-08-27 12:46:50
2282,2282,743.58,Credit Card,Completed,2024-03-03 09:49:03
2283,2283,147.54,PayPal,Completed,2024-08-01 07:19:14
2284,2284,634.2,Cash,Completed,2024-03-08 06:03:47
2285,2285,363.49,Cash,Pending,2025-04-17 13:11:18
2286,2286,98.04,UPI,Completed,2024-05-26 06:44:18
2287,2287,130.5,Paytm,Completed,2024-03-23 11:02:46
2288,2288,266.99,UPI,Failed,2023-08-14 12:56:57
2289,2289,303.6,PayPal,Completed,2023-11-30 10:30:42
2290,2290,678.84,Paytm,Completed,2024-01-02 12:28:48
2291,2291,217.11,Cash,Completed,2023-08-17 04:49:07
2292,2292,55.25,UPI,Completed,2024-05-06 15:33:59
2293,2293,601.79,UPI,Completed,2025-05-08 02:02:34
2294,2294,505.41,UPI,Completed,2024-05-07 03:18:02
2295,2295,159.7,Paytm,Completed,2024-12-20 09:22:11
2296,2296,677.01,UPI,Completed,2024-03-31 05:18:12
2297,2297,582.74,UPI,Completed,2025-01-25 19:02:59
2298,2298,58.92,Credit Card,Completed,2023-10-07 11:47:31
2299,2299,56.08,Paytm,Completed,2023-11-13 02:09:50
2300,2300,250.21,Paytm,Completed,2023-11-02 12:31:01
2301,2301,455.29,PayPal,Completed,2023-12-05 09:03:17
2302,2302,510.17,PayPal,Completed,2024-04-01 05:44:36
2303,2303,642.31,PayPal,Completed,2023-11-26 10:39:41
2304,2304,729.05,Cash,Completed,2024-09-12 17:10:51
2305,2305,374.55,Paytm,Completed,2025-07-05 03:51:29
2306,2306,303.51,Credit Card,Completed,2024-01-17 05:41:52
2307,2307,561.59,PayPal,Pending,2024-04-20 09:03:00
2308,2308,286.52,Paytm,Completed,2025-03-16 14:55:33
2309,2309,280.49,Cash,Pending,2024-12-13 12:15:20
2310,2310,594.33,UPI,Completed,2024-11-11 08:53:36
2311,2311,158.7,UPI,Completed,2024-12-05 15:47:00
2312,2312,751.26,PayPal,Completed,2024-02-19 04:53:17
2313,2313,574.73,Paytm,Completed,2024-06-06 08:20:05
2314,2314,111.76,Cash,Completed,2025-07-23 16:38:34
2315,2315,358.89,Credit Card,Completed,2023-09-26 21:19:55
2316,2316,589.57,Paytm,Completed,2023-09-20 19:19:57
2317,2317,404.25,PayPal,Completed,2024-12-28 21:07:43
2318,2318,729.24,UPI,Completed,2024-06-20 19:40:24
2319,2319,213.24,Credit Card,Completed,2023-08-15 14:17:05
2320,2320,675.72,Credit Card,Completed,2025-07-05 05:43:28
2321,2321,569.01,PayPal,Completed,2025-04-18 09:36:11
2322,2322,521.87,Credit Card,Completed,2024-12-03 08:18:41
2323,2323,259.77,Paytm,Completed,2023-11-05 20:01:27
2324,2324,111.36,Cash,Completed,2025-06-30 02:17:44
2325,2325,213.34,Cash,Completed,2024-03-10 19:59:22
2326,2326,311.49,UPI,Completed,2023-09-13 01:30:00
2327,2327,262.01,Credit Card,Completed,2024-02-09 11:44:19
2328,2328,384.56,Cash,Completed,2024-02-01 04:02:32
2329,2329,346.75,PayPal,Completed,2024-05-30 20:06:35
2330,2330,220.02,Cash,Completed,2024-08-24 14:51:17
2331,2331,77.02,Credit Card,Completed,2024-07-02 06:59:23
2332,2332,411.05,UPI,Completed,2024-11-07 15:33:31
2333,2333,197.22,Cash,Completed,2025-02-08 00:03:41
2334,2334,660.95,UPI,Completed,2023-10-31 12:33:20
2335,2335,466.53,PayPal,Completed,2023-11-19 12:13:46
2336,2336,481.15,Cash,Completed,2024-01-24 23:17:07
2337,2337,544.8,PayPal,Pending,2024-05-04 00:06:09
2338,2338,661.49,Credit Card,Completed,2025-01-11 10:56:12
2339,2339,762.21,Paytm,Completed,2025-04-22 08:54:34
2340,2340,410.09,Credit Card,Completed,2024-07-17 22:59:06
2341,2341,505.31,Cash,Completed,2024-10-23 22:27:31
2342,2342,103.24,PayPal,Completed,2023-10-26 08:33:26
2343,2343,261.94,Credit Card,Completed,2025-04-19 18:13:43
2344,2344,268.24,Cash,Completed,2023-08-27 19:58:01
2345,2345,360.64,Credit Card,Completed,2023-08-13 10:09:09
2346,2346,249.15,Credit Card,Completed,2024-12-11 01:08:55
2347,2347,589.07,Paytm,Pending,2023-12-29 09:55:41
2348,2348,623.17,Paytm,Completed,2024-01-04 23:25:26
2349,2349,57.74,Credit Card,Completed,2023-10-20 05:41:09
2350,2350,241.43,UPI,Completed,2024-06-09 06:25:33
2351,2351,795.73,PayPal,Completed,2025-07-04 00:56:39
2352,2352,259.13,Cash,Completed,2024-07-22 03:28:53
2353,2353,680.02,UPI,Completed,2025-02-07 20:17:32
2354,2354,58.38,Paytm,Completed,2025-03-29 23:55:24
2355,2355,562.6,Cash,Completed,2024-05-19 21:46:30
2356,2356,559.35,UPI,Completed,2025-07-01 03:10:38
2357,2357,678.73,Paytm,Completed,2025-02-06 19:01:03
2358,2358,460.08,Credit Card,Completed,2025-03-18 06:19:11
2359,2359,148.3,Paytm,Completed,2025-03-04 18:24:52
2360,2360,796.72,UPI,Completed,2024-11-21 07:32:30
2361,2361,611.97,UPI,Completed,2023-08-12 11:48:33
2362,2362,658.86,Cash,Completed,2024-06-07 09:19:59
2363,2363,102.59,Cash,Completed,2023-12-21 18:39:11
2364,2364,539.49,UPI,Completed,2023-08-31 20:45:46
2365,2365,276.21,Cash,Completed,2024-08-21 02:52:10
2366,2366,433.62,UPI,Completed,2025-06-19 06:09:31
2367,2367,620.35,Cash,Completed,2023-08-11 18:28:15
2368,2368,243.6,Credit Card,Completed,2024-10-22 02:46:45
2369,2369,432.23,Credit Card,Completed,2025-02-27 01:42:12
2370,2370,583.81,UPI,Completed,2024-09-16 06:54:18
2371,2371,619.0,Credit Card,Completed,2024-06-03 17:29:36
2372,2372,165.64,Cash,Completed,2024-07-19 19:51:54
2373,2373,497.42,UPI,Completed,2025-04-20 13:39:35
2374,2374,646.22,UPI,Completed,2025-01-15 22:09:00
2375,2375,441.63,Credit Card,Completed,2024-10-25 04:44:57
2376,2376,250.68,UPI,Completed,2024-04-19 16:29:30
2377,2377,644.32,Credit Card,Completed,2023-10-11 06:43:51
2378,2378,760.32,UPI,Completed,2024-03-23 01:54:56
2379,2379,376.53,Paytm,Pending,2024-01-09 01:18:40
2380,2380,723.91,PayPal,Completed,2025-02-08 21:59:50
2381,2381,644.36,Cash,Completed,2023-09-23 07:10:11
2382,2382,480.84,PayPal,Completed,2024-06-13 01:59:16
2383,2383,392.69,PayPal,Completed,2024-05-21 16:08:45
2384,2384,767.4,Credit Card,Completed,2025-01-28 17:00:25
2385,2385,564.73,Cash,Completed,2024-08-30 10:15:26
2386,2386,548.23,Credit Card,Pending,2024-05-12 04:06:14
2387,2387,452.12,Paytm,Completed,2024-04-07 15:09:22
2388,2388,453.24,UPI,Completed,2025-02-27 16:24:35
2389,2389,177.95,UPI,Completed,2025-07-20 16:00:05
2390,2390,473.07,Cash,Completed,2025-03-20 15:08:25
2391,2391,291.84,PayPal,Completed,2025-06-01 12:44:58
2392,2392,533.73,PayPal,Completed,2025-06-23 01:04:24
2393,2393,530.94,PayPal,Completed,2025-04-04 04:49:24
2394,2394,419.77,PayPal,Completed,2025-04-28 20:11:31
2395,2395,598.67,UPI,Completed,2024-08-22 19:28:11
2396,2396,642.96,PayPal,Completed,2025-05-04 23:09:21
2397,2397,506.22,Paytm,Completed,2025-01-17 19:18:17
2398,2398,440.66,UPI,Completed,2024-07-14 16:02:15
2399,2399,232.87,PayPal,Completed,2024-05-04 02:17:16
2400,2400,260.78,PayPal,Completed,2024-03-29 05:40:04
2401,2401,753.25,Credit Card,Completed,2025-07-12 18:52:25
2402,2402,161.33,Paytm,Completed,2025-04-13 23:12:12
2403,2403,642.15,PayPal,Completed,2024-03-06 09:39:26
2404,2404,158.61,Cash,Completed,2024-10-15 06:14:29
2405,2405,55.59,Cash,Completed,2023-11-08 03:41:18
2406,2406,616.89,Cash,Completed,2024-12-08 09:44:04
2407,2407,62.41,UPI,Completed,2025-03-04 03:24:09
2408,2408,722.56,Paytm,Completed,2024-05-24 06:15:54
2409,2409,663.2,Paytm,Completed,2023-09-07 07:24:11
2410,2410,291.64,Credit Card,Completed,2025-01-07 03:08:31
2411,2411,426.34,UPI,Completed,2024-07-10 14:19:59
2412,2412,378.73,Cash,Completed,2023-10-12 04:53:53
2413,2413,164.67,Cash,Completed,2024-08-21 01:34:22
2414,2414,788.06,Paytm,Completed,2023-12-12 00:50:06
2415,2415,387.94,Credit Card,Completed,2025-03-07 12:51:11
2416,2416,230.86,PayPal,Completed,2023-10-06 15:13:02
2417,2417,65.79,Cash,Completed,2024-05-07 02:37:05
2418,2418,58.3,Credit Card,Completed,2024-06-17 10:48:20
2419,2419,728.94,Paytm,Completed,2024-06-18 05:58:39
2420,2420,194.15,UPI,Completed,2024-01-02 17:54:02
2421,2421,132.57,PayPal,Completed,2024-11-04 16:13:28
2422,2422,714.56,Credit Card,Pending,2025-07-30 03:20:01
2423,2423,103.32,Paytm,Completed,2024-07-02 22:39:12
2424,2424,319.17,Credit Card,Completed,2023-12-22 18:55:53
2425,2425,75.81,Paytm,Completed,2024-07-24 10:28:05
2426,2426,55.74,Credit Card,Completed,2024-11-09 15:22:08
2427,2427,190.55,Cash,Completed,2025-07-14 01:07:36
2428,2428,656.5,UPI,Completed,2024-05-11 20:46:56
2429,2429,397.29,Credit Card,Completed,2024-03-03 09:27:09
2430,2430,142.16,Cash,Completed,2024-12-27 01:58:06
2431,2431,678.61,UPI,Completed,2024-12-02 11:35:28
2432,2432,269.75,Paytm,Completed,2024-01-07 08:41:08
2433,2433,511.95,PayPal,Completed,2023-09-19 20:27:42
2434,2434,247.71,UPI,Completed,2024-03-20 04:22:33
2435,2435,248.52,Paytm,Completed,2023-09-16 09:46:29
2436,2436,259.87,UPI,Completed,2025-01-07 00:13:54
2437,2437,164.82,Paytm,Completed,2024-07-03 22:40:50
2438,2438,727.02,Cash,Completed,2025-03-02 14:25:32
2439,2439,380.06,Credit Card,Completed,2025-04-25 13:32:21
2440,2440,569.74,Paytm,Completed,2024-03-14 18:10:46
2441,2441,411.93,Cash,Completed,2024-10-13 00:18:19
2442,2442,670.02,Paytm,Completed,2025-04-09 02:24:17
2443,2443,398.45,UPI,Completed,2024-07-18 01:54:33
2444,2444,171.71,PayPal,Completed,2023-10-04 02:46:40
2445,2445,99.33,Paytm,Completed,2023-08-14 04:29:01
2446,2446,170.56,PayPal,Completed,2023-11-24 15:38:08
2447,2447,433.91,PayPal,Completed,2024-08-06 06:41:25
2448,2448,541.88,Credit Card,Completed,2025-03-02 09:23:09
2449,2449,84.87,PayPal,Completed,2023-08-05 14:20:49
2450,2450,147.27,Cash,Completed,2024-03-01 14:33:16
2451,2451,542.42,PayPal,Completed,2024-11-23 10:32:50
2452,2452,249.86,UPI,Completed,2024-01-13 10:47:17
2453,2453,549.31,Paytm,Completed,2025-01-03 18:01:16
2454,2454,216.61,Paytm,Completed,2025-03-08 17:31:02
2455,2455,420.1,Cash,Completed,2024-10-22 13:43:19
2456,2456,287.01,PayPal,Completed,2024-05-28 08:11:21
2457,2457,334.89,UPI,Completed,2025-05-09 13:25:15
2458,2458,773.09,PayPal,Completed,2025-04-21 09:12:40
2459,2459,325.45,Credit Card,Completed,2025-01-09 14:41:06
2460,2460,662.6,UPI,Completed,2025-07-10 06:29:52
2461,2461,151.79,Paytm,Completed,2024-03-04 13:28:18
2462,2462,430.06,PayPal,Completed,2023-10-23 16:40:37
2463,2463,359.66,Cash,Completed,2023-10-22 14:00:15
2464,2464,330.63,PayPal,Completed,2024-08-05 14:25:29
2465,2465,698.98,Cash,Completed,2024-08-09 10:59:31
2466,2466,57.35,Credit Card,Completed,2024-12-23 07:28:03
2467,2467,498.11,PayPal,Completed,2024-02-22 03:44:13
2468,2468,266.31,PayPal,Completed,2024-03-18 00:15:48
2469,2469,126.44,Credit Card,Pending,2024-11-23 20:29:07
2470,2470,55.08,Credit Card,Completed,2024-03-10 11:09:12
2471,2471,485.87,PayPal,Completed,2023-09-02 04:26:10
2472,2472,430.84,UPI,Completed,2023-11-08 20:06:40
2473,2473,510.9,Credit Card,Completed,2025-04-30 16:58:29
2474,2474,793.26,UPI,Completed,2024-02-08 06:36:08
2475,2475,765.89,Credit Card,Completed,2024-05-27 01:46:55
2476,2476,714.46,Paytm,Completed,2023-10-10 16:08:05
2477,2477,443.93,Cash,Pending,2024-06-19 06:22:53
2478,2478,537.96,Cash,Completed,2025-05-18 07:24:34
2479,2479,471.53,UPI,Completed,2023-09-06 08:24:24
2480,2480,125.95,PayPal,Completed,2024-07-28 04:47:04
2481,2481,564.09,Cash,Completed,2024-04-08 01:29:00
2482,2482,719.36,Credit Card,Completed,2024-10-16 13:41:17
2483,2483,91.68,UPI,Pending,2024-11-28 04:37:42
2484,2484,190.04,Credit Card,Completed,2023-11-04 10:41:15
2485,2485,779.11,PayPal,Completed,2023-10-22 10:19:10
2486,2486,485.94,PayPal,Completed,2025-04-16 12:00:52
2487,2487,243.71,PayPal,Failed,2023-08-27 16:47:35
2488,2488,717.1,Paytm,Completed,2025-05-06 08:50:08
2489,2489,382.45,UPI,Completed,2023-09-18 14:04:27
2490,2490,149.81,Paytm,Completed,2025-02-11 10:04:07
2491,2491,568.41,Paytm,Completed,2025-02-02 20:01:09
2492,2492,344.34,UPI,Pending,2023-08-23 17:45:01
2493,2493,127.79,PayPal,Completed,2023-09-25 15:20:31
2494,2494,751.22,Cash,Completed,2025-04-14 19:09:50
2495,2495,629.49,Paytm,Completed,2023-11-25 10:58:38
2496,2496,184.69,Paytm,Completed,2025-03-05 10:11:18
2497,2497,444.91,Cash,Completed,2025-07-09 00:22:51
2498,2498,696.76,Cash,Completed,2025-08-04 20:30:35
2499,2499,350.95,Credit Card,Completed,2025-06-01 18:53:16
2500,2500,134.85,Paytm,Completed,2024-09-27 00:36:17
2501,2501,232.71,PayPal,Completed,2024-01-19 03:16:16
2502,2502,509.58,UPI,Completed,2024-12-21 20:02:49
2503,2503,237.67,PayPal,Completed,2024-07-12 04:51:47
2504,2504,701.02,UPI,Completed,2023-09-04 19:27:13
2505,2505,248.27,UPI,Completed,2023-11-30 05:06:34
2506,2506,189.61,PayPal,Completed,2024-05-02 20:50:15
2507,2507,664.4,Paytm,Completed,2025-02-20 13:03:52
2508,2508,630.83,PayPal,Completed,2024-06-17 11:44:08
2509,2509,549.55,Paytm,Completed,2023-12-19 12:38:48
2510,2510,762.28,Cash,Completed,2023-08-30 11:57:09
2511,2511,602.53,Credit Card,Pending,2023-11-24 09:45:31
2512,2512,787.53,Paytm,Completed,2025-07-22 08:03:22
2513,2513,512.92,PayPal,Completed,2025-01-29 11:16:00
