trip_id,user_id,driver_id,start_location_id,end_location_id,start_time,end_time,trip_type,fare,distance_km,rating,status
2101,2578,6259,6313,3306,2025-04-24 00:36:44,2025-04-24 00:47:44,UberX,248.17,5.34,4.62,Completed
2102,7492,9904,8584,5135,2023-09-09 08:51:32,2023-09-09 09:01:32,UberX,274.83,4.36,4.76,Completed
2103,387,9524,6306,8089,2023-09-18 13:31:17,2023-09-18 14:07:17,UberPool,222.59,11.35,3.76,Completed
2104,7690,5070,6811,2000,2023-10-21 10:07:59,2023-10-21 10:19:59,UberBlack,300.67,14.95,4.38,Completed
2105,3098,7743,8311,4972,2024-06-21 04:02:03,2024-06-21 04:07:03,UberX,52.41,2.42,3.59,Completed
2106,2736,1438,4334,342,2024-01-05 04:24:56,2024-01-05 04:59:56,UberPool,367.33,10.16,4.07,Completed
2107,6467,8679,6248,4746,2024-10-07 13:46:33,2024-10-07 14:13:33,UberBlack,201.22,4.79,3.84,Completed
2108,4941,7099,7176,6553,2024-10-01 01:02:53,2024-10-01 01:08:53,UberX,789.15,1.76,4.17,Completed
2109,4062,5981,3864,9469,2023-09-29 06:37:26,2023-09-29 07:08:26,UberPool,247.81,18.17,3.64,Completed
2110,7954,6010,9320,8781,2024-08-08 00:20:30,2024-08-08 01:00:30,UberPool,60.39,15.32,3.59,Completed
2111,5455,3252,2687,5969,2024-08-19 09:20:27,2024-08-19 09:29:27,UberBlack,165.86,11.08,4.98,Completed
2112,6653,5113,8169,923,2023-11-15 05:30:20,2023-11-15 05:35:20,UberPool,264.65,13.99,4.19,Completed
2113,2217,1579,8501,317,2025-01-08 02:23:07,2025-01-08 03:03:07,UberX,394.13,6.21,4.89,Cancelled
2114,3194,6337,8829,6862,2023-12-01 18:10:00,2023-12-01 18:19:00,UberX,76.39,11.07,3.58,Completed
2115,2291,5592,7356,9119,2023-08-16 21:50:52,2023-08-16 21:56:52,UberBlack,83.97,7.21,4.84,Completed
2116,3132,6582,9140,4727,2025-04-23 04:40:05,2025-04-23 04:50:05,UberPool,500.85,3.67,4.32,Completed
2117,4283,9787,4307,7186,2025-07-15 03:56:42,2025-07-15 04:19:42,UberX,341.8,14.73,4.24,Completed
2118,1082,2764,8886,3241,2023-10-12 10:55:19,2023-10-12 11:36:19,UberPool,291.93,14.38,4.83,Completed
2119,9951,8620,3801,3107,2023-08-13 18:56:46,2023-08-13 19:21:46,UberBlack,331.38,6.08,4.41,Completed
2120,6681,9039,3847,1625,2024-12-06 20:54:32,2024-12-06 21:33:32,UberX,537.76,9.8,4.07,Completed
2121,6844,5956,8398,7682,2025-02-15 12:33:32,2025-02-15 13:14:32,UberBlack,338.26,9.63,3.8,Completed
2122,6363,5904,8757,8531,2025-07-23 09:39:32,2025-07-23 09:46:32,UberBlack,597.99,7.12,4.53,Completed
2123,7230,6583,5716,2344,2025-06-08 18:11:42,2025-06-08 18:23:42,UberX,752.96,19.74,4.46,Completed
2124,9098,7710,6204,4407,2023-12-29 23:58:48,2023-12-30 00:36:48,UberX,67.86,7.27,3.67,Completed
2125,2305,4650,6147,4988,2025-06-07 22:41:09,2025-06-07 22:53:09,UberX,605.71,3.78,4.83,Completed
2126,5287,3897,9473,5294,2023-12-18 05:06:22,2023-12-18 05:51:22,UberBlack,407.39,10.94,4.54,Completed
2127,6232,2158,2836,7333,2024-09-08 23:47:53,2024-09-09 00:07:53,UberBlack,765.04,18.38,3.77,Completed
2128,7228,272,7470,591,2025-07-05 02:35:21,2025-07-05 03:05:21,UberX,158.93,18.67,3.62,Completed
2129,6706,2761,1613,1543,2024-01-23 16:01:59,2024-01-23 16:45:59,UberBlack,764.23,14.46,3.59,Completed
2130,1031,7067,6165,9388,2023-10-11 04:11:49,2023-10-11 04:55:49,UberX,228.13,5.66,4.6,Completed
2131,6646,3914,5573,4188,2023-10-08 14:16:40,2023-10-08 14:24:40,UberBlack,111.47,19.84,4.21,Completed
2132,2775,1417,371,2322,2023-09-26 02:30:02,2023-09-26 03:04:02,UberX,176.86,8.49,4.93,Completed
2133,9749,1514,3649,8974,2023-08-09 20:57:20,2023-08-09 21:38:20,UberPool,146.16,5.61,4.98,Cancelled
2134,9953,264,5497,8832,2025-06-12 22:00:57,2025-06-12 22:30:57,UberPool,233.31,9.29,3.78,Completed
2135,7120,6218,2279,4224,2023-12-29 10:16:43,2023-12-29 10:30:43,UberBlack,486.11,19.82,4.61,No Show
2136,3647,6118,9682,282,2024-11-22 06:37:02,2024-11-22 07:10:02,UberBlack,257.92,8.32,3.81,Completed
2137,2839,1334,2427,8647,2025-05-30 09:57:26,2025-05-30 10:03:26,UberX,56.97,13.21,3.58,Completed
2138,344,6615,3203,1169,2024-07-29 10:54:13,2024-07-29 11:17:13,UberBlack,99.77,5.66,4.8,Completed
2139,3858,2617,9646,3565,2024-03-19 23:33:50,2024-03-19 23:50:50,UberBlack,460.56,12.23,4.01,Completed
2140,7324,9542,5756,1331,2024-08-08 03:29:21,2024-08-08 03:55:21,UberBlack,168.33,13.94,4.34,Completed
2141,334,5672,6268,7488,2023-12-02 18:22:17,2023-12-02 18:31:17,UberX,218.49,17.47,4.64,Completed
2142,9505,270,265,3903,2025-05-01 08:57:56,2025-05-01 09:08:56,UberPool,229.87,6.93,4.87,Completed
2143,5423,1322,3717,3631,2025-04-19 20:40:17,2025-04-19 21:21:17,UberBlack,719.72,5.26,4.96,Completed
2144,7026,2139,5912,642,2025-02-08 08:45:47,2025-02-08 09:29:47,UberX,59.79,19.99,3.61,Completed
2145,3632,8714,6349,4910,2025-04-14 18:26:50,2025-04-14 18:52:50,UberX,500.56,5.69,4.78,Completed
2146,6449,915,7631,9427,2025-03-13 17:12:25,2025-03-13 17:54:25,UberX,100.96,6.4,4.34,Completed
2147,6386,457,5682,6481,2024-11-11 23:00:33,2024-11-11 23:09:33,UberBlack,158.55,18.3,4.76,Completed
2148,8015,6660,2947,3471,2025-07-11 02:34:40,2025-07-11 02:58:40,UberPool,686.79,11.25,4.88,Completed
2149,7972,2408,5546,3252,2024-05-20 18:58:47,2024-05-20 19:38:47,UberBlack,363.26,12.31,4.23,Completed
2150,3383,7211,4908,2051,2024-07-08 16:06:33,2024-07-08 16:17:33,UberX,453.06,14.82,4.27,Completed
2151,1838,3378,6512,9914,2025-01-31 06:35:18,2025-01-31 07:12:18,UberX,151.09,14.69,4.36,Completed
2152,4030,6051,4939,2192,2025-03-13 14:46:21,2025-03-13 15:31:21,UberPool,741.3,8.8,4.25,No Show
2153,5913,3681,2816,6489,2024-03-16 21:10:57,2024-03-16 21:43:57,UberPool,287.88,7.7,3.76,Cancelled
2154,116,8803,6132,3979,2025-07-31 07:27:16,2025-07-31 07:34:16,UberPool,649.19,3.25,4.72,Cancelled
2155,318,7037,5445,1787,2024-06-29 12:20:28,2024-06-29 12:25:28,UberX,755.46,18.08,4.58,Completed
2156,9184,754,7690,2779,2024-12-26 08:24:05,2024-12-26 08:54:05,UberPool,253.59,3.72,3.65,Cancelled
2157,2169,5717,156,5920,2024-10-24 07:18:01,2024-10-24 07:59:01,UberBlack,233.47,16.92,4.0,Completed
2158,8204,6009,2581,3850,2024-12-11 05:40:07,2024-12-11 06:22:07,UberX,421.93,5.78,4.2,Completed
2159,8895,5314,9638,1572,2024-03-22 17:27:54,2024-03-22 18:11:54,UberBlack,693.25,7.0,4.84,Completed
2160,7111,5063,5342,1469,2024-08-19 17:56:54,2024-08-19 18:37:54,UberPool,449.53,13.94,4.06,Completed
2161,6590,1745,485,3338,2025-01-30 18:52:00,2025-01-30 19:08:00,UberBlack,532.21,11.52,4.38,Completed
2162,9402,8740,7922,9144,2025-06-27 03:56:55,2025-06-27 04:40:55,UberBlack,277.21,17.59,4.24,Completed
2163,5879,3718,2189,8505,2023-10-01 14:57:55,2023-10-01 15:37:55,UberBlack,153.15,1.2,4.53,Completed
2164,1634,3525,5113,3156,2024-02-13 05:29:51,2024-02-13 05:36:51,UberX,547.19,7.64,3.56,Completed
2165,8521,9400,497,4750,2025-01-28 19:06:47,2025-01-28 19:21:47,UberBlack,552.68,14.21,3.57,Completed
2166,5191,2858,3875,4284,2023-09-07 21:30:39,2023-09-07 21:59:39,UberX,421.35,12.14,4.93,Cancelled
2167,5425,8214,606,7135,2025-04-22 06:02:50,2025-04-22 06:11:50,UberX,337.35,3.24,3.73,Completed
2168,8777,8596,8763,8525,2024-07-25 00:04:12,2024-07-25 00:49:12,UberBlack,114.79,4.49,4.13,Completed
2169,7893,8269,4400,2294,2025-04-16 02:23:17,2025-04-16 02:38:17,UberX,709.63,18.48,4.3,Completed
2170,4994,4698,5106,6550,2025-04-03 21:10:31,2025-04-03 21:19:31,UberBlack,118.37,14.87,4.94,Completed
2171,7602,5991,1104,1365,2023-11-25 01:27:44,2023-11-25 02:00:44,UberPool,634.84,12.71,3.88,Completed
2172,5993,1128,3153,6327,2025-07-18 08:23:04,2025-07-18 08:35:04,UberX,243.26,14.06,4.46,Cancelled
2173,3570,8846,1214,3756,2023-08-20 08:40:01,2023-08-20 08:54:01,UberBlack,121.02,11.01,4.55,Completed
2174,4942,639,9556,1703,2024-06-27 12:39:33,2024-06-27 13:07:33,UberX,344.88,1.21,3.59,Completed
2175,1062,6997,7641,6238,2023-10-27 02:29:38,2023-10-27 03:06:38,UberPool,561.7,2.35,4.82,Completed
2176,7054,909,4718,546,2023-08-10 19:58:44,2023-08-10 20:06:44,UberBlack,302.39,19.45,3.93,Completed
2177,2241,1647,8235,2808,2023-12-24 10:11:54,2023-12-24 10:46:54,UberX,636.08,12.82,4.69,Cancelled
2178,1283,8880,1805,6927,2024-08-31 13:41:55,2024-08-31 14:13:55,UberPool,655.65,16.41,4.4,Completed
2179,8643,4416,4037,2538,2025-04-13 19:06:13,2025-04-13 19:31:13,UberPool,647.22,10.41,4.55,Completed
2180,3576,1722,3378,8181,2024-02-09 05:49:22,2024-02-09 06:16:22,UberX,485.75,5.25,4.05,Completed
2181,9035,3419,8735,1449,2024-03-06 16:29:55,2024-03-06 17:06:55,UberPool,416.53,12.23,4.07,Completed
2182,7164,5621,9207,2228,2024-10-23 04:06:39,2024-10-23 04:49:39,UberX,521.21,6.89,4.7,Completed
2183,7834,524,2232,5404,2024-07-03 19:56:28,2024-07-03 20:31:28,UberPool,546.9,7.77,4.45,Completed
2184,4564,5294,6854,3075,2024-12-13 14:26:13,2024-12-13 14:58:13,UberPool,424.01,19.15,3.66,Completed
2185,7175,217,2418,4672,2023-08-06 17:30:11,2023-08-06 18:12:11,UberPool,256.71,9.84,4.93,Completed
2186,5103,2177,5810,5284,2025-04-12 13:23:13,2025-04-12 13:59:13,UberBlack,342.35,12.1,4.66,Completed
2187,1781,1056,4673,8660,2024-06-14 11:21:01,2024-06-14 12:03:01,UberBlack,694.37,4.84,3.83,Completed
2188,9311,3449,7072,494,2024-12-03 14:19:06,2024-12-03 14:28:06,UberPool,283.92,10.36,4.05,Completed
2189,9418,9454,7511,8122,2025-06-19 09:43:28,2025-06-19 09:52:28,UberBlack,481.54,6.19,4.43,No Show
2190,1333,6349,4316,634,2024-12-27 08:39:41,2024-12-27 09:23:41,UberPool,719.79,9.62,3.96,Cancelled
2191,1750,4609,2334,6234,2023-10-28 05:47:47,2023-10-28 06:08:47,UberPool,666.86,17.14,3.87,Completed
2192,3619,9776,2856,2210,2024-06-02 03:52:37,2024-06-02 04:26:37,UberBlack,354.27,10.23,4.54,Completed
2193,2967,7367,1954,8358,2025-03-09 11:10:06,2025-03-09 11:42:06,UberBlack,259.26,5.2,4.49,Completed
2194,1302,6492,7680,4222,2024-03-07 10:36:29,2024-03-07 11:17:29,UberBlack,473.67,14.46,3.92,Completed
2195,7430,2737,9726,1640,2025-01-29 17:27:23,2025-01-29 18:05:23,UberPool,650.86,6.97,3.9,Completed
2196,6908,891,9155,8671,2024-10-08 15:53:21,2024-10-08 16:29:21,UberBlack,771.63,1.09,3.71,Completed
2197,392,2058,5658,6693,2024-01-18 10:47:50,2024-01-18 11:07:50,UberPool,224.42,17.28,3.57,Completed
2198,2433,6584,8908,2638,2023-11-02 23:52:04,2023-11-03 00:25:04,UberBlack,113.87,4.03,4.69,Completed
2199,4032,6616,2012,322,2023-12-28 03:51:19,2023-12-28 04:32:19,UberBlack,354.45,9.66,3.76,No Show
2200,768,4898,7209,8076,2024-01-08 20:29:55,2024-01-08 20:50:55,UberBlack,454.24,14.73,4.77,No Show
2201,8358,6710,2486,173,2023-08-29 23:37:53,2023-08-29 23:59:53,UberBlack,211.94,2.74,5.0,Completed
2202,7549,1792,7600,4851,2024-06-09 02:42:16,2024-06-09 02:57:16,UberBlack,558.34,12.49,4.46,Completed
2203,8973,7750,9150,7708,2024-09-03 03:49:41,2024-09-03 04:04:41,UberPool,252.5,7.64,4.67,Completed
2204,5394,6197,940,5432,2023-10-02 05:59:46,2023-10-02 06:38:46,UberBlack,56.04,18.66,4.46,Completed
2205,4888,6917,7229,778,2023-12-18 00:04:18,2023-12-18 00:32:18,UberBlack,508.18,6.01,4.69,Cancelled
2206,5562,7550,3129,4431,2024-04-09 11:07:04,2024-04-09 11:14:04,UberBlack,412.21,12.88,3.82,Completed
2207,5686,4839,6162,8897,2025-02-24 08:37:45,2025-02-24 09:14:45,UberX,555.52,3.73,4.76,Completed
2208,1479,7774,580,8989,2024-09-02 14:56:51,2024-09-02 15:12:51,UberBlack,157.27,3.27,3.9,Completed
2209,9348,4195,7865,7496,2025-06-28 17:58:05,2025-06-28 18:25:05,UberBlack,789.91,12.7,4.82,Completed
2210,8929,7178,3794,5852,2024-08-07 18:42:47,2024-08-07 19:19:47,UberPool,463.19,7.48,4.37,Completed
2211,8060,6615,8601,1546,2024-09-18 03:20:34,2024-09-18 03:38:34,UberX,427.61,15.26,4.54,Completed
2212,6770,1576,8187,6512,2025-05-27 07:30:53,2025-05-27 07:52:53,UberBlack,389.0,10.9,4.79,Completed
2213,5874,3964,6191,6215,2023-11-01 05:22:23,2023-11-01 05:42:23,UberBlack,438.85,18.09,4.65,Cancelled
2214,2970,2728,7317,145,2024-12-17 16:08:43,2024-12-17 16:38:43,UberBlack,749.07,12.03,4.21,Completed
2215,547,3851,8725,5117,2024-12-07 05:19:24,2024-12-07 05:35:24,UberBlack,484.27,6.95,3.59,Completed
2216,2324,629,3478,7086,2025-07-02 04:51:02,2025-07-02 05:30:02,UberX,116.96,14.68,3.89,Completed
2217,6439,3792,4005,2318,2023-10-10 07:11:09,2023-10-10 07:17:09,UberPool,115.84,16.46,4.06,Completed
2218,9619,4174,1491,2880,2025-01-09 22:10:14,2025-01-09 22:55:14,UberBlack,186.45,13.07,4.52,Completed
2219,4265,9655,1978,9453,2023-09-21 23:42:16,2023-09-22 00:03:16,UberX,660.93,13.25,4.88,Completed
2220,1996,1656,8710,5426,2025-04-15 09:51:11,2025-04-15 10:28:11,UberX,91.66,1.12,4.47,Completed
2221,1718,2743,8945,215,2023-11-15 02:56:20,2023-11-15 03:37:20,UberX,752.1,3.97,4.89,Completed
2222,9052,1776,4875,3792,2024-04-28 08:15:48,2024-04-28 08:40:48,UberBlack,600.74,10.02,3.84,Completed
2223,906,8471,6715,5233,2023-12-21 00:37:10,2023-12-21 01:12:10,UberX,159.34,10.87,3.66,Completed
2224,5026,9004,5922,6857,2024-08-19 07:47:03,2024-08-19 08:04:03,UberPool,186.75,16.84,3.93,Completed
2225,3703,5852,7080,13,2023-09-06 12:04:11,2023-09-06 12:34:11,UberBlack,295.4,2.9,3.98,Completed
2226,8577,9828,5973,2583,2025-06-25 06:14:24,2025-06-25 06:25:24,UberPool,387.68,4.46,4.77,Completed
2227,9481,2407,3044,3717,2024-07-02 00:43:03,2024-07-02 01:06:03,UberPool,610.27,10.13,4.31,Completed
2228,7292,1174,3107,2300,2025-05-08 02:19:03,2025-05-08 02:52:03,UberX,273.22,13.52,4.09,Completed
2229,7407,6227,4131,87,2025-07-26 12:41:55,2025-07-26 12:46:55,UberBlack,124.65,14.68,4.57,Completed
2230,6415,6899,9599,9802,2024-12-13 13:37:13,2024-12-13 14:05:13,UberBlack,193.3,8.14,4.17,Completed
2231,897,4476,9012,4118,2023-10-21 03:01:17,2023-10-21 03:36:17,UberBlack,336.96,3.94,3.54,Completed
2232,2835,6187,3022,4880,2023-11-22 02:36:27,2023-11-22 03:10:27,UberX,143.74,4.56,4.46,Completed
2233,1193,8603,4767,3921,2023-11-22 18:28:09,2023-11-22 19:02:09,UberPool,127.44,14.62,3.98,Completed
2234,1029,6167,9696,6589,2024-06-03 22:17:35,2024-06-03 22:24:35,UberX,706.46,14.83,3.97,Completed
2235,7527,9460,5507,2375,2025-05-14 06:42:41,2025-05-14 06:57:41,UberPool,659.85,10.62,4.12,Completed
2236,8259,4982,1152,8382,2023-09-02 13:32:05,2023-09-02 14:14:05,UberX,784.69,14.43,3.6,Completed
2237,8282,6980,4450,2055,2025-01-14 01:04:23,2025-01-14 01:36:23,UberX,709.51,18.62,4.16,Completed
2238,1597,9595,3901,5189,2024-06-25 17:51:15,2024-06-25 18:17:15,UberBlack,722.37,9.28,4.19,Completed
2239,8130,8966,9047,1842,2025-01-24 11:18:31,2025-01-24 11:55:31,UberPool,642.03,13.81,4.59,Cancelled
2240,3029,6169,3887,8345,2023-10-18 09:08:56,2023-10-18 09:15:56,UberPool,168.36,2.1,4.78,Completed
2241,9173,1095,6977,7574,2024-03-15 23:06:00,2024-03-15 23:41:00,UberBlack,115.76,8.73,4.65,Completed
2242,4302,1967,6881,852,2025-02-24 05:42:12,2025-02-24 06:03:12,UberBlack,712.95,11.94,3.63,Completed
2243,7119,3648,3279,2379,2023-12-18 03:45:47,2023-12-18 03:59:47,UberBlack,439.02,13.57,4.41,Completed
2244,76,8325,1198,3482,2024-02-16 00:31:59,2024-02-16 00:55:59,UberBlack,414.33,16.71,4.91,Completed
2245,8851,3982,6914,6346,2024-04-04 07:53:37,2024-04-04 08:28:37,UberBlack,308.64,9.19,3.81,Completed
2246,399,7399,3971,2836,2024-10-06 03:03:23,2024-10-06 03:38:23,UberBlack,276.27,2.63,3.85,Completed
2247,5242,7172,15,5617,2024-07-06 23:44:49,2024-07-07 00:03:49,UberBlack,60.43,4.65,4.74,Completed
2248,1748,597,4801,7036,2024-03-04 02:58:59,2024-03-04 03:34:59,UberPool,738.8,2.44,4.94,Completed
2249,8516,9145,9117,3015,2023-10-08 06:33:21,2023-10-08 07:09:21,UberX,89.33,15.09,3.75,Completed
2250,1105,9999,3878,6171,2024-03-22 19:17:26,2024-03-22 19:24:26,UberX,279.28,9.53,4.02,Completed
2251,7228,6381,4052,9335,2024-04-22 23:10:28,2024-04-22 23:34:28,UberX,63.36,11.85,3.7,Completed
2252,4501,8256,8536,2574,2025-03-05 00:34:58,2025-03-05 01:10:58,UberBlack,380.53,6.76,4.74,Completed
2253,7692,2814,855,1362,2025-05-23 15:20:14,2025-05-23 16:02:14,UberBlack,163.13,8.13,4.03,Completed
2254,3341,6210,4032,7775,2024-09-05 17:49:27,2024-09-05 18:01:27,UberBlack,783.71,2.36,3.8,Completed
2255,506,7493,9049,7468,2023-12-25 21:19:52,2023-12-25 21:31:52,UberX,362.23,11.04,4.96,Completed
2256,7283,3373,6479,1119,2024-01-28 11:49:14,2024-01-28 12:07:14,UberPool,295.36,3.9,4.95,Completed
2257,5434,4500,3938,8911,2023-09-23 05:01:39,2023-09-23 05:22:39,UberPool,285.99,4.08,4.45,Completed
2258,4561,2134,4459,7175,2024-01-08 07:12:06,2024-01-08 07:39:06,UberBlack,619.8,16.89,4.33,Completed
2259,2218,9536,553,1472,2025-06-15 07:24:06,2025-06-15 07:47:06,UberBlack,716.49,3.82,4.84,Completed
2260,2957,7828,6016,9384,2025-01-27 15:22:05,2025-01-27 16:05:05,UberPool,335.86,19.46,3.98,Completed
2261,2038,435,1404,6587,2024-09-25 19:57:40,2024-09-25 20:24:40,UberPool,302.56,7.72,3.62,No Show
2262,3922,482,5308,5967,2025-04-04 01:00:59,2025-04-04 01:28:59,UberBlack,464.37,13.87,4.51,Completed
2263,6908,822,6552,488,2024-03-26 15:21:08,2024-03-26 15:48:08,UberBlack,367.55,19.97,4.23,Completed
2264,1783,3055,3077,7149,2023-12-11 16:56:56,2023-12-11 17:02:56,UberPool,80.11,14.93,4.79,Completed
2265,7062,414,4025,9977,2024-10-13 14:34:26,2024-10-13 15:17:26,UberPool,721.55,11.06,4.67,Cancelled
2266,9599,6821,1869,220,2024-08-01 16:08:18,2024-08-01 16:51:18,UberBlack,559.46,17.93,4.49,Completed
2267,9457,1020,1631,6282,2025-05-09 02:02:35,2025-05-09 02:19:35,UberBlack,552.37,13.54,4.42,Completed
2268,1545,5392,6865,8906,2025-06-22 10:30:18,2025-06-22 10:37:18,UberPool,73.4,4.5,3.99,Completed
2269,322,520,3404,5413,2024-01-06 21:15:03,2024-01-06 21:52:03,UberX,387.46,10.21,3.59,Completed
2270,5794,843,5368,5978,2024-01-30 21:47:40,2024-01-30 21:52:40,UberX,539.48,15.24,4.18,Completed
2271,968,211,5323,3068,2024-01-08 05:51:46,2024-01-08 06:33:46,UberPool,504.29,3.75,3.7,Completed
2272,3292,4343,3225,4222,2023-08-22 06:58:55,2023-08-22 07:41:55,UberX,178.34,4.31,4.67,Cancelled
2273,3241,4955,120,2311,2024-07-12 15:52:31,2024-07-12 16:18:31,UberBlack,436.52,18.35,3.87,Completed
2274,1241,6456,3914,2214,2024-07-16 15:56:10,2024-07-16 16:09:10,UberPool,786.47,14.95,3.52,Completed
2275,4315,7832,4885,8135,2024-01-10 12:05:02,2024-01-10 12:24:02,UberBlack,58.97,14.7,3.65,Completed
2276,9165,7215,219,9150,2024-08-01 19:43:31,2024-08-01 20:19:31,UberPool,364.41,10.13,3.96,Completed
2277,4773,3263,3133,3972,2025-05-29 13:04:22,2025-05-29 13:31:22,UberPool,558.64,10.73,3.83,Completed
2278,1254,1097,8314,752,2024-05-18 09:27:50,2024-05-18 09:44:50,UberPool,198.34,17.48,3.81,Completed
2279,380,5323,6908,360,2024-01-18 03:23:25,2024-01-18 03:48:25,UberX,95.12,19.19,4.89,Completed
2280,6573,1780,3872,7842,2024-04-02 07:31:20,2024-04-02 08:11:20,UberPool,615.97,19.63,4.03,Cancelled
2281,6845,3837,2753,5754,2024-08-27 12:26:50,2024-08-27 12:46:50,UberPool,59.62,13.58,3.69,Completed
2282,2752,60,7218,3872,2024-03-03 09:33:03,2024-03-03 09:49:03,UberPool,743.58,17.89,4.41,Cancelled
2283,2253,7295,8480,7602,2024-08-01 07:13:14,2024-08-01 07:19:14,UberBlack,147.54,6.75,3.52,Completed
2284,5443,7927,1332,1143,2024-03-08 05:58:47,2024-03-08 06:03:47,UberBlack,634.2,5.5,4.45,Completed
2285,9438,201,9427,6765,2025-04-17 12:44:18,2025-04-17 13:11:18,UberBlack,363.49,11.8,4.04,Completed
2286,9956,5779,8585,1499,2024-05-26 06:11:18,2024-05-26 06:44:18,UberX,98.04,5.22,4.84,Completed
2287,4796,9144,4886,2847,2024-03-23 10:47:46,2024-03-23 11:02:46,UberBlack,130.5,6.56,3.81,Completed
2288,3768,3952,612,1005,2023-08-14 12:48:57,2023-08-14 12:56:57,UberX,266.99,12.8,4.06,Completed
2289,9793,2057,3257,29,2023-11-30 09:48:42,2023-11-30 10:30:42,UberBlack,303.6,10.32,3.77,Completed
2290,5866,7333,2510,823,2024-01-02 12:22:48,2024-01-02 12:28:48,UberX,678.84,7.19,4.09,Completed
2291,7160,8337,116,7130,2023-08-17 04:34:07,2023-08-17 04:49:07,UberBlack,217.11,15.97,3.9,Completed
2292,4942,4608,3785,8085,2024-05-06 15:13:59,2024-05-06 15:33:59,UberX,55.25,19.53,4.42,Completed
2293,6864,7905,3871,235,2025-05-08 01:55:34,2025-05-08 02:02:34,UberPool,601.79,8.26,3.84,Completed
2294,5349,3073,2248,7503,2024-05-07 02:58:02,2024-05-07 03:18:02,UberPool,505.41,10.23,4.66,Completed
2295,3796,1391,9473,1551,2024-12-20 09:00:11,2024-12-20 09:22:11,UberX,159.7,5.39,4.25,Completed
2296,1072,5070,5068,4067,2024-03-31 05:09:12,2024-03-31 05:18:12,UberX,677.01,2.93,4.38,Completed
2297,5065,9145,2651,6029,2025-01-25 18:42:59,2025-01-25 19:02:59,UberX,582.74,14.69,4.19,Completed
2298,4201,9593,3071,8777,2023-10-07 11:24:31,2023-10-07 11:47:31,UberBlack,58.92,14.26,4.3,Completed
2299,6052,8248,6744,3634,2023-11-13 01:32:50,2023-11-13 02:09:50,UberBlack,56.08,11.36,4.0,Completed
2300,815,821,4700,1486,2023-11-02 12:01:01,2023-11-02 12:31:01,UberBlack,250.21,17.9,4.55,Completed
2301,5804,5990,9297,6641,2023-12-05 08:42:17,2023-12-05 09:03:17,UberPool,455.29,16.72,3.78,Completed
2302,8542,1929,7590,245,2024-04-01 05:24:36,2024-04-01 05:44:36,UberBlack,510.17,1.78,4.5,Completed
2303,9023,8976,8467,4579,2023-11-26 10:24:41,2023-11-26 10:39:41,UberBlack,642.31,17.18,4.43,Completed
2304,6839,1089,9425,8859,2024-09-12 17:03:51,2024-09-12 17:10:51,UberBlack,729.05,2.32,4.01,Completed
2305,2428,6228,2341,4429,2025-07-05 03:28:29,2025-07-05 03:51:29,UberX,374.55,19.17,4.0,Completed
2306,8110,5941,7384,2103,2024-01-17 05:22:52,2024-01-17 05:41:52,UberPool,303.51,17.17,4.96,Completed
2307,9053,4594,4859,7461,2024-04-20 08:20:00,2024-04-20 09:03:00,UberPool,561.59,1.81,4.03,Completed
2308,6266,4560,1616,7370,2025-03-16 14:36:33,2025-03-16 14:55:33,UberPool,286.52,2.07,4.56,Completed
2309,8217,4742,45,6918,2024-12-13 11:39:20,2024-12-13 12:15:20,UberBlack,280.49,15.07,4.53,Completed
2310,8349,2498,7459,895,2024-11-11 08:47:36,2024-11-11 08:53:36,UberPool,594.33,15.38,3.66,Completed
2311,8378,4841,869,2373,2024-12-05 15:30:00,2024-12-05 15:47:00,UberPool,158.7,13.79,4.26,Completed
2312,255,8311,1016,8887,2024-02-19 04:14:17,2024-02-19 04:53:17,UberX,751.26,6.41,3.95,Completed
2313,6447,5087,5390,4295,2024-06-06 08:11:05,2024-06-06 08:20:05,UberX,574.73,6.27,4.57,No Show
2314,6830,9784,969,6955,2025-07-23 15:54:34,2025-07-23 16:38:34,UberBlack,111.76,4.44,4.6,Completed
2315,5124,2590,2364,1269,2023-09-26 20:39:55,2023-09-26 21:19:55,UberPool,358.89,10.83,3.72,Completed
2316,6761,9501,7914,5294,2023-09-20 18:47:57,2023-09-20 19:19:57,UberPool,589.57,14.45,4.38,Completed
2317,6613,9069,3673,7372,2024-12-28 20:27:43,2024-12-28 21:07:43,UberBlack,404.25,13.54,4.02,Completed
2318,1854,7211,1320,8548,2024-06-20 18:56:24,2024-06-20 19:40:24,UberBlack,729.24,3.49,4.57,Cancelled
2319,7359,8646,297,7102,2023-08-15 14:00:05,2023-08-15 14:17:05,UberBlack,213.24,11.21,4.18,No Show
2320,6839,2480,7256,3469,2025-07-05 05:28:28,2025-07-05 05:43:28,UberBlack,675.72,10.86,3.85,Completed
2321,6640,3648,5055,777,2025-04-18 09:01:11,2025-04-18 09:36:11,UberX,569.01,1.87,4.96,Completed
2322,2549,8797,474,7891,2024-12-03 07:54:41,2024-12-03 08:18:41,UberBlack,521.87,19.77,3.98,Completed
2323,4565,2976,1460,4030,2023-11-05 19:47:27,2023-11-05 20:01:27,UberBlack,259.77,18.49,3.66,Completed
2324,4690,1149,1376,4417,2025-06-30 02:02:44,2025-06-30 02:17:44,UberPool,111.36,10.89,4.01,Cancelled
2325,1980,5577,4113,3590,2024-03-10 19:35:22,2024-03-10 19:59:22,UberX,213.34,7.56,3.58,Cancelled
