performance_id,driver_id,trip_count,average_rating,cancellation_rate,complaints_count,created_at
2453,2453,448,4.15,0.09,6,27-11-2024 10.35
2455,2455,299,4.03,0.13,19,23-04-2025 11.21
2456,2456,708,3.84,0.13,19,11-11-2024 0.15
2459,2459,819,4.7,0.11,19,16-01-2025 11.14
2460,2460,270,3.93,0.03,0,24-06-2025 1.42
2462,2462,487,4.58,0,7,10-03-2025 8.26
2466,2466,740,4.01,0,1,21-04-2025 17.29
2467,2467,594,4.09,0.13,3,30-05-2025 4.51
2469,2469,583,3.94,0.11,17,29-01-2025 12.49
2470,2470,901,4.09,0.02,0,21-09-2024 22.54
2478,2478,161,4.89,0.07,0,26-01-2025 0.45
2479,2479,257,4.2,0.08,6,20-11-2024 2.28
2480,2480,841,4.31,0.06,7,28-03-2025 3.59
2485,2485,678,4.52,0.03,9,07-08-2024 18.50
2488,2488,889,4.26,0.07,13,31-03-2025 11.25
2492,2492,597,4.05,0.11,3,22-04-2025 13.58
2496,2496,103,4.46,0,3,09-12-2024 2.08
2497,2497,514,4.74,0.1,11,03-07-2025 1.36
2498,2498,319,4.14,0.02,13,05-12-2024 7.54
2500,2500,467,4.02,0.02,10,05-10-2024 6.51
2501,2501,787,4.43,0.07,5,30-03-2025 15.53
2502,2502,299,4.14,0.05,3,31-05-2025 6.09
2503,2503,637,4.42,0,4,03-03-2025 19.14
2504,2504,715,4.16,0.11,8,07-08-2024 6.08
2505,2505,483,4,0,17,26-01-2025 10.36
2506,2506,965,4.95,0.06,20,09-09-2024 8.42
2509,2509,605,4.86,0.14,17,10-02-2025 11.07
2510,2510,835,4.02,0.03,14,21-07-2025 9.00
2511,2511,170,4.74,0.07,5,02-08-2025 20.02
2517,2517,915,4.03,0.13,18,02-04-2025 19.57
2518,2518,983,4.63,0.07,6,15-01-2025 18.11
2521,2521,798,3.91,0.07,13,05-05-2025 14.43
2523,2523,114,3.87,0.12,12,23-12-2024 12.00
2525,2525,959,4.32,0.14,4,23-10-2024 9.52
2527,2527,362,3.94,0.02,1,14-10-2024 0.22
2529,2529,836,4.36,0.09,16,29-08-2024 19.49
2532,2532,850,4.75,0.09,13,22-01-2025 0.36
2533,2533,222,3.92,0.02,16,10-04-2025 7.56
2535,2535,205,4.65,0.08,9,06-08-2024 2.01
2536,2536,122,3.93,0.1,7,21-03-2025 19.02
2544,2544,780,4.43,0.12,9,18-09-2024 9.32
2546,2546,519,4.94,0.01,0,15-09-2024 20.57
2547,2547,456,3.81,0.02,20,12-02-2025 17.12
2551,2551,328,4.96,0.04,14,05-06-2025 7.31
2553,2553,971,4.23,0.05,17,04-02-2025 10.49
2556,2556,685,4.21,0.01,11,13-04-2025 11.05
2560,2560,501,4.44,0.09,2,20-07-2025 23.35
2562,2562,611,3.93,0.12,13,05-03-2025 0.02
2563,2563,739,4.01,0.13,20,09-01-2025 20.54
2565,2565,781,4.9,0.09,16,22-05-2025 1.37
2568,2568,221,4.09,0.12,8,30-06-2025 18.49
2569,2569,180,4.9,0.06,1,22-04-2025 7.02
2571,2571,473,4.72,0.04,0,24-11-2024 23.18
2577,2577,490,3.89,0.13,3,27-03-2025 1.52
2581,2581,857,4.74,0.13,16,24-06-2025 14.00
2582,2582,570,4.49,0.11,7,30-04-2025 8.32
2586,2586,574,3.98,0.03,8,10-05-2025 15.35
2587,2587,490,4.15,0.14,8,05-01-2025 0.05
2588,2588,798,4.76,0.06,10,03-12-2024 10.11
2590,2590,157,4.64,0.01,5,15-05-2025 13.21
2592,2592,115,4.73,0.07,11,30-12-2024 2.14
2595,2595,602,4.71,0.12,16,18-05-2025 16.49
2598,2598,244,4.52,0.12,6,09-12-2024 6.10
2601,2601,675,3.97,0,6,23-02-2025 13.11
2602,2602,886,4.31,0.13,7,19-04-2025 2.30
2604,2604,200,4,0.09,3,20-02-2025 2.17
2605,2605,971,4.93,0.13,13,31-03-2025 5.56
2607,2607,697,4.71,0.11,18,04-06-2025 13.06
2608,2608,638,4.73,0.14,9,12-05-2025 6.11
2610,2610,257,3.89,0.05,20,30-11-2024 4.58
2612,2612,870,3.93,0.1,19,27-03-2025 12.03
2617,2617,174,4.82,0.05,12,28-09-2024 19.53
2618,2618,943,4.64,0.11,4,02-09-2024 20.15
2622,2622,560,4.63,0.04,0,23-04-2025 11.34
2628,2628,379,4.79,0.02,6,03-12-2024 23.19
2630,2630,720,5,0.13,6,13-02-2025 0.17
2631,2631,770,4.8,0.1,20,27-12-2024 16.47
2632,2632,868,3.94,0.09,1,02-03-2025 1.16
2641,2641,454,4.34,0.12,14,07-12-2024 9.00
2643,2643,100,3.97,0.03,9,24-01-2025 6.56
2648,2648,318,4.68,0.13,18,27-08-2024 15.05
2651,2651,695,4.94,0.07,13,13-06-2025 12.01
2652,2652,779,4.37,0.06,1,30-07-2025 2.24
2654,2654,426,4.76,0.08,2,11-07-2025 2.52
2655,2655,109,4.2,0.02,6,14-05-2025 8.02
2656,2656,298,4.98,0.12,7,10-11-2024 11.25
2659,2659,196,4.41,0.01,18,16-08-2024 0.26
2661,2661,564,4.1,0.07,14,16-03-2025 9.53
2662,2662,758,4.58,0.07,6,30-05-2025 11.29
2664,2664,345,4.24,0.04,0,23-03-2025 21.13
2665,2665,145,4.02,0.07,2,20-04-2025 16.46
2666,2666,258,4.52,0.07,17,19-05-2025 15.46
2668,2668,584,4.82,0.04,15,13-07-2025 3.14
2670,2670,464,3.88,0.07,12,14-05-2025 5.56
2673,2673,551,3.9,0.06,7,05-10-2024 9.39
2674,2674,437,4.69,0.08,0,05-01-2025 19.06
2678,2678,153,3.91,0.1,20,19-11-2024 19.10
2681,2681,493,3.98,0.04,5,10-04-2025 1.12
2682,2682,355,4.97,0.03,1,25-10-2024 5.42
2684,2684,456,4.63,0.02,10,01-07-2025 23.30
2689,2689,348,4.12,0.04,11,06-01-2025 12.47
2690,2690,263,4.46,0.09,5,01-04-2025 9.48
2695,2695,338,3.83,0,1,15-04-2025 4.09
2697,2697,963,4.6,0.14,7,18-08-2024 23.38
2699,2699,940,4.92,0.06,13,23-09-2024 19.31
2700,2700,657,4.16,0.04,14,09-05-2025 23.31
2703,2703,639,4.18,0.03,16,26-12-2024 22.59
2709,2709,289,4.79,0.14,2,11-06-2025 11.21
2713,2713,285,4.5,0.01,18,10-06-2025 2.52
2715,2715,394,4.67,0.11,3,21-02-2025 5.58
2717,2717,901,4.47,0.04,10,04-12-2024 6.31
2718,2718,219,4.7,0.1,17,02-06-2025 18.54
2719,2719,294,4.39,0.15,18,10-12-2024 12.07
2721,2721,707,4.28,0.03,7,11-07-2025 7.33
2723,2723,240,4.02,0.05,0,26-05-2025 8.06
2724,2724,894,4.02,0.03,12,13-10-2024 23.54
2728,2728,458,3.97,0.13,20,19-12-2024 5.50
2729,2729,720,4.72,0.06,0,29-08-2024 3.05
2730,2730,446,3.9,0.02,2,11-01-2025 19.22
2731,2731,158,4.23,0.07,12,19-09-2024 10.08
2732,2732,313,4.96,0.08,2,29-09-2024 17.36
2737,2737,290,4.51,0.05,7,19-06-2025 3.15
2739,2739,136,4.74,0.05,14,18-03-2025 20.24
2740,2740,666,4.73,0.13,7,26-06-2025 9.03
2743,2743,132,4.21,0.12,11,07-12-2024 5.59
2744,2744,894,4.75,0.15,9,14-07-2025 18.45
2745,2745,228,4.58,0.07,13,22-11-2024 12.48
2747,2747,845,4.83,0.11,15,15-08-2024 17.33
2750,2750,507,4,0.06,20,08-09-2024 5.48
2751,2751,657,4.6,0.11,13,27-01-2025 3.49
2754,2754,817,4.51,0.03,20,28-03-2025 16.21
2755,2755,513,3.95,0.12,10,05-05-2025 6.48
2756,2756,638,4.66,0.13,1,26-12-2024 6.59
2757,2757,161,4.32,0.15,16,23-12-2024 8.49
2759,2759,816,3.98,0.15,13,27-07-2025 20.57
2761,2761,835,4.16,0.1,2,13-03-2025 2.38
2762,2762,847,4.52,0.05,12,23-02-2025 5.51
2764,2764,289,4.16,0.1,13,21-06-2025 9.43
2766,2766,761,4.08,0.1,18,09-04-2025 23.16
2767,2767,216,4.05,0,18,19-05-2025 4.47
2770,2770,181,4.86,0.06,8,28-03-2025 3.23
2772,2772,672,4.91,0.05,10,11-03-2025 2.12
2778,2778,890,4.12,0.12,6,05-11-2024 19.19
2779,2779,647,4.98,0.12,13,11-11-2024 20.07
2783,2783,472,4.57,0.12,1,18-10-2024 19.09
2785,2785,920,4.68,0.08,7,07-02-2025 3.58
2787,2787,343,4.2,0.1,12,22-08-2024 1.17
2789,2789,461,4.11,0.15,1,10-10-2024 3.05
2790,2790,379,4.94,0.04,3,24-11-2024 8.07
2791,2791,255,4.04,0.07,10,07-07-2025 0.18
2793,2793,247,4.34,0.01,2,31-08-2024 9.48
2794,2794,827,3.97,0.01,9,22-08-2024 4.18
2797,2797,442,3.82,0.06,1,19-12-2024 0.20
2800,2800,673,4.57,0.1,7,09-10-2024 8.29
2801,2801,947,4.15,0.12,9,17-02-2025 13.43
2805,2805,121,4.89,0.12,16,23-07-2025 4.34
2806,2806,529,3.93,0.06,10,05-11-2024 0.29
2808,2808,568,4.43,0.07,13,24-12-2024 9.48
2811,2811,900,4.82,0.04,13,30-03-2025 22.27
2813,2813,593,4.95,0.01,5,12-01-2025 11.26
2814,2814,175,4.07,0.08,19,12-05-2025 5.03
2818,2818,616,4.04,0.02,19,06-11-2024 22.59
2819,2819,379,4.05,0.09,6,22-10-2024 8.43
2820,2820,931,4.63,0.05,20,27-08-2024 19.59
2823,2823,342,4.54,0.12,19,23-08-2024 10.03
2825,2825,584,4.7,0.12,11,25-07-2025 11.13
2826,2826,141,4.71,0.03,15,04-06-2025 22.10
2829,2829,681,4.52,0.12,15,02-11-2024 4.03
2831,2831,826,4.17,0.05,10,30-06-2025 10.06
2836,2836,673,4.72,0.09,13,23-01-2025 1.17
2837,2837,926,3.94,0.11,20,14-11-2024 20.31
2840,2840,348,4.2,0.13,12,19-09-2024 14.04
2841,2841,245,4.21,0.02,20,14-02-2025 14.41
2842,2842,218,4.58,0.14,18,11-10-2024 21.42
2843,2843,713,4.6,0.13,15,18-06-2025 10.31
2846,2846,789,4.75,0.11,19,06-02-2025 19.03
2847,2847,159,4.77,0.07,19,13-07-2025 8.25
2850,2850,913,4.16,0.09,8,03-09-2024 12.27
2852,2852,191,4.84,0.05,12,10-11-2024 4.04
2853,2853,872,3.81,0.01,4,01-07-2025 13.55
2858,2858,843,3.86,0.02,7,26-05-2025 18.24
2859,2859,298,4.62,0.02,19,07-02-2025 15.25
2861,2861,444,4.83,0.03,10,30-01-2025 11.31
2862,2862,758,4.45,0.14,5,06-03-2025 11.11
2863,2863,467,4.71,0.13,19,16-08-2024 0.56
2865,2865,605,4.74,0.08,19,01-04-2025 12.43
2866,2866,706,4.08,0.12,7,03-01-2025 19.35
2867,2867,235,3.82,0.09,11,09-08-2024 13.11
2869,2869,743,3.94,0.01,18,16-10-2024 2.29
2870,2870,889,4.12,0.07,12,02-05-2025 21.14
2872,2872,397,4.35,0.13,20,10-07-2025 0.30
2873,2873,521,3.97,0.06,17,31-05-2025 23.36
2874,2874,569,4.61,0.09,5,24-08-2024 1.01
2876,2876,945,5,0,5,02-09-2024 21.28
2878,2878,354,4.46,0.04,11,21-12-2024 3.25
2879,2879,867,4.48,0.06,2,10-03-2025 8.54
2880,2880,990,4.46,0.12,16,16-09-2024 6.59
2884,2884,250,4.05,0.11,13,02-06-2025 20.17
2886,2886,790,4.69,0.05,4,16-10-2024 0.05
2887,2887,200,3.84,0.03,13,07-04-2025 3.05
2888,2888,820,4.63,0.14,19,21-02-2025 3.09
2889,2889,499,4.3,0.09,15,15-06-2025 11.08
2890,2890,253,3.87,0.01,20,03-02-2025 16.19
2891,2891,940,3.84,0.03,13,25-08-2024 1.55
2894,2894,228,3.81,0.1,20,26-11-2024 17.34
2895,2895,657,4.3,0.11,16,25-01-2025 1.39
2896,2896,246,3.86,0.06,8,17-03-2025 3.02
2898,2898,401,4.31,0,19,05-05-2025 11.42
2900,2900,842,4.82,0.06,4,24-04-2025 20.46
2902,2902,365,3.85,0.07,11,18-10-2024 0.42
2905,2905,653,4.06,0.05,12,23-09-2024 12.07
2906,2906,578,4.89,0.07,2,12-08-2024 23.30
2907,2907,383,4.86,0,6,01-05-2025 16.58
2909,2909,250,4.09,0.05,6,10-08-2024 23.06
2910,2910,888,4.77,0.08,5,01-07-2025 11.21
2911,2911,974,4.32,0.09,16,24-09-2024 21.15
2912,2912,312,3.97,0.13,14,16-05-2025 20.54
2913,2913,463,4.99,0.09,7,21-11-2024 21.28
2915,2915,660,4.24,0.03,7,04-10-2024 4.01
2916,2916,581,4,0.01,0,17-01-2025 13.40
2917,2917,927,4.33,0.05,9,08-04-2025 14.57
2921,2921,593,4.84,0.13,20,04-06-2025 22.42
2924,2924,249,3.94,0.08,17,01-06-2025 6.54
2925,2925,394,4.47,0.05,6,03-05-2025 23.35
2926,2926,410,4.69,0.01,4,23-10-2024 14.24
2930,2930,380,4.16,0.08,6,28-07-2025 11.32
2931,2931,524,4,0.08,16,05-01-2025 3.59
2932,2932,441,4.68,0.01,5,08-11-2024 2.37
2936,2936,959,4.2,0.14,2,22-07-2025 10.41
2939,2939,835,4.82,0.1,3,13-10-2024 21.47
2940,2940,547,3.92,0.01,19,06-01-2025 12.01
2942,2942,586,4.36,0.13,9,01-09-2024 13.56
2943,2943,893,3.95,0.06,1,26-07-2025 2.52
2944,2944,446,4.97,0,17,21-02-2025 4.19
2946,2946,388,4.89,0.07,18,21-11-2024 1.29
2947,2947,431,4.28,0.09,16,30-01-2025 13.24
2948,2948,644,3.98,0.12,11,21-01-2025 7.00
2949,2949,762,3.99,0.03,13,22-05-2025 15.35
2950,2950,425,4.53,0.06,16,04-06-2025 6.11
2952,2952,668,4.1,0.04,7,08-08-2024 21.31
2953,2953,305,4.71,0.03,14,30-12-2024 21.29
2954,2954,278,4.65,0.1,5,24-03-2025 2.32
2956,2956,827,4.47,0.03,12,11-06-2025 9.57
2959,2959,420,4.74,0.02,11,17-04-2025 12.08
2960,2960,871,4.51,0.1,19,05-11-2024 18.30
2963,2963,135,3.81,0.07,2,13-02-2025 13.51
2965,2965,819,4.36,0.1,6,13-09-2024 13.55
2966,2966,281,4,0.01,0,30-04-2025 4.41
2976,2976,329,4.46,0.08,14,11-05-2025 16.46
2978,2978,447,4.5,0.14,7,20-04-2025 16.50
2979,2979,338,3.97,0.03,1,09-10-2024 10.55
2981,2981,614,4.76,0.13,3,13-09-2024 17.18
2982,2982,827,4.76,0.1,6,05-03-2025 10.10
2983,2983,594,4.07,0.05,8,29-10-2024 12.11
2984,2984,930,4.43,0.09,3,30-06-2025 4.27
2988,2988,674,4.88,0.03,8,06-12-2024 1.20
2989,2989,182,3.87,0.13,12,05-06-2025 23.57
2991,2991,941,4.46,0.06,11,14-05-2025 8.27
2993,2993,502,4.95,0.07,6,30-05-2025 18.23
2996,2996,859,3.99,0.14,11,17-05-2025 0.05
3000,3000,204,3.97,0.09,4,22-10-2024 18.31
3001,3001,712,4.75,0.1,6,02-03-2025 11.55
3003,3003,228,4.72,0.12,8,21-11-2024 1.26
3004,3004,158,4.5,0.09,0,18-09-2024 4.47
3007,3007,946,4.21,0.06,3,11-10-2024 10.12
3009,3009,816,4.04,0.01,4,22-01-2025 12.47
3010,3010,410,4.87,0.07,17,29-10-2024 9.41
3012,3012,917,4.58,0.14,1,21-09-2024 2.15
3013,3013,258,4.24,0.12,16,15-08-2024 2.13
3014,3014,642,4.6,0.1,5,12-01-2025 17.31
3018,3018,299,4.84,0.08,17,20-05-2025 21.36
3019,3019,285,4.15,0.12,15,19-10-2024 2.19
3025,3025,251,4.38,0.1,18,10-03-2025 21.12
3026,3026,681,3.85,0.14,14,10-09-2024 6.27
3027,3027,300,4.86,0.03,19,29-05-2025 5.08
3032,3032,734,4.99,0.1,13,11-12-2024 0.59
3036,3036,115,4.8,0.09,8,22-09-2024 7.04
3037,3037,241,3.93,0.1,20,21-02-2025 21.53
3047,3047,258,4.99,0.08,17,02-06-2025 18.35
3048,3048,891,4.66,0,20,07-08-2024 11.44
3053,3053,491,3.88,0.02,4,07-05-2025 3.19
3054,3054,277,4.96,0.11,2,30-05-2025 21.41
3055,3055,437,4.13,0.1,0,21-06-2025 18.53
3061,3061,876,3.91,0.11,3,20-11-2024 18.03
3064,3064,969,3.91,0.11,4,21-03-2025 10.19
3065,3065,287,4.46,0.14,4,27-07-2025 12.59
3067,3067,822,4.62,0.02,15,13-07-2025 6.41
3068,3068,927,4.81,0,13,24-04-2025 13.30
3073,3073,756,3.89,0.09,6,18-06-2025 23.13
3082,3082,542,4.71,0.07,2,19-01-2025 6.09
3085,3085,844,4.29,0.11,19,27-10-2024 13.54
3087,3087,358,4.9,0.07,15,04-02-2025 12.03
3088,3088,669,4.74,0.05,12,07-02-2025 11.05
3094,3094,936,4.4,0.01,9,20-08-2024 21.22
3097,3097,426,3.95,0.11,13,20-04-2025 16.44
3099,3099,316,3.91,0,8,09-10-2024 4.48
3100,3100,726,4.02,0.13,10,13-02-2025 21.40
3102,3102,447,4.79,0.06,5,23-08-2024 3.29
3103,3103,408,4.66,0.06,15,16-08-2024 4.21
3105,3105,962,4.58,0.09,12,07-04-2025 8.27
3106,3106,886,4.31,0.08,13,11-10-2024 15.53
3109,3109,106,4.06,0.12,9,19-09-2024 11.53
3110,3110,606,4.9,0.13,7,01-06-2025 16.36
3114,3114,986,4.16,0.04,20,19-06-2025 19.50
3115,3115,819,4.76,0.12,17,06-08-2024 20.29
3116,3116,433,4.81,0.08,2,15-08-2024 13.05
3117,3117,550,3.89,0.05,12,18-04-2025 8.15
3120,3120,342,4.05,0.13,9,23-05-2025 3.14
3121,3121,379,4.81,0.02,17,15-12-2024 3.46
3122,3122,548,4.3,0.14,12,06-03-2025 0.41
3123,3123,197,4.89,0.14,2,16-08-2024 13.20
3124,3124,692,4.94,0.01,11,19-03-2025 14.21
3126,3126,821,4.95,0.02,5,28-03-2025 17.53
3131,3131,331,4.24,0,0,16-06-2025 9.50
3133,3133,954,4.99,0.08,14,26-02-2025 21.41
3135,3135,140,4.12,0.07,7,14-05-2025 8.12
3139,3139,701,4.79,0.02,10,10-10-2024 1.23
3142,3142,102,4.85,0.15,6,02-01-2025 19.09
3143,3143,658,4.47,0.1,15,20-05-2025 8.24
3145,3145,915,3.8,0.05,1,07-10-2024 6.51
3146,3146,455,3.88,0.03,6,18-01-2025 1.12
3147,3147,502,4.07,0.11,1,09-01-2025 23.00
3149,3149,917,3.85,0.04,14,23-05-2025 22.52
3151,3151,180,4.73,0,10,04-12-2024 12.23
3153,3153,492,4.16,0.04,10,13-01-2025 5.55
3154,3154,226,4.62,0.06,6,28-06-2025 6.40
3156,3156,570,4.4,0.02,4,08-03-2025 10.43
3158,3158,633,4.9,0.06,6,18-08-2024 11.47
3161,3161,192,4.54,0,8,06-07-2025 4.12
3164,3164,451,3.92,0.02,11,23-11-2024 9.29
3165,3165,143,4.15,0.08,18,20-07-2025 1.55
3166,3166,892,3.97,0.01,1,30-09-2024 3.09
3168,3168,538,3.97,0.1,8,04-03-2025 9.25
3169,3169,989,4.98,0.03,9,21-12-2024 20.26
3171,3171,266,3.89,0.12,18,09-08-2024 15.56
3172,3172,932,4.86,0.07,7,22-10-2024 0.03
3175,3175,300,3.92,0.05,18,27-02-2025 20.44
3176,3176,114,4.66,0.11,17,03-03-2025 10.28
3178,3178,826,4.47,0.06,7,16-05-2025 17.25
3182,3182,542,4.13,0.05,18,26-12-2024 1.32
3184,3184,572,4.43,0.06,4,06-07-2025 7.17
3185,3185,662,4.05,0.05,18,06-06-2025 19.13
3186,3186,584,4.31,0.1,0,31-10-2024 3.08
3189,3189,388,4.31,0.03,12,20-01-2025 14.26
3190,3190,823,3.91,0.09,14,04-02-2025 0.49
3191,3191,269,3.98,0.01,17,18-07-2025 11.47
3192,3192,283,4.49,0.02,10,09-06-2025 14.34
3193,3193,721,3.82,0.14,1,02-08-2025 21.26
3197,3197,541,4.16,0,8,01-09-2024 7.59
3199,3199,482,4.82,0.13,9,28-01-2025 22.02
3200,3200,690,4.66,0.08,3,03-01-2025 3.07
3202,3202,190,4.97,0.05,14,06-12-2024 11.48
3206,3206,938,3.83,0.13,5,25-10-2024 16.50
3208,3208,970,4.69,0.11,17,21-06-2025 18.06
3211,3211,682,4.73,0.15,13,18-11-2024 8.26
3212,3212,677,4.47,0.02,19,05-02-2025 5.30
3214,3214,663,4.01,0.01,5,01-11-2024 8.53
3216,3216,941,4.04,0.12,5,21-02-2025 17.24
3217,3217,390,4.49,0.06,20,07-11-2024 7.40
3219,3219,661,4.89,0.11,11,24-12-2024 8.42
3220,3220,494,4.3,0.03,0,12-10-2024 19.45
3222,3222,465,4.94,0.02,14,16-04-2025 8.48
3228,3228,232,4.85,0.15,13,14-09-2024 22.36
3229,3229,837,4.86,0.08,14,25-05-2025 8.37
3234,3234,500,4.01,0.07,20,28-06-2025 12.29
3235,3235,757,3.86,0.12,1,27-11-2024 15.42
3236,3236,234,3.89,0.08,2,08-04-2025 20.18
3238,3238,848,3.86,0.02,0,30-08-2024 18.49
3239,3239,359,3.81,0.02,16,28-06-2025 21.01
3240,3240,481,4.53,0.04,12,25-02-2025 3.56
3242,3242,539,4.19,0.12,6,10-04-2025 18.03
3243,3243,895,4.56,0.07,11,16-08-2024 23.20
3245,3245,701,4.72,0.1,10,09-06-2025 2.05
3246,3246,639,4.7,0.1,16,16-04-2025 14.06
3248,3248,610,4.79,0.07,4,21-06-2025 18.02
3251,3251,607,4.38,0.1,14,13-11-2024 9.22
3252,3252,207,3.94,0,15,30-04-2025 15.49
3253,3253,970,4.77,0.1,4,08-06-2025 11.08
3255,3255,422,4.18,0.02,11,31-01-2025 11.43
3257,3257,559,4.76,0.04,3,15-09-2024 3.42
3260,3260,202,3.98,0.1,3,20-02-2025 12.25
3261,3261,416,3.95,0.01,14,02-03-2025 20.57
3262,3262,338,4.82,0.02,9,01-11-2024 20.02
3263,3263,431,4.77,0.03,16,14-08-2024 6.55
3264,3264,266,4.95,0.14,16,14-07-2025 6.53
3267,3267,201,4.32,0.09,8,03-11-2024 4.33
3269,3269,879,4.52,0.04,2,07-05-2025 0.28
3270,3270,368,4.98,0.01,16,29-04-2025 7.52
3272,3272,133,3.96,0.02,10,13-09-2024 23.22
3274,3274,594,4.99,0.05,5,17-08-2024 21.02
3275,3275,778,4.27,0.01,19,14-09-2024 21.14
3276,3276,678,4.05,0.03,15,04-09-2024 7.33
3277,3277,365,4.6,0.12,8,04-06-2025 0.18
3278,3278,430,4.69,0.05,2,30-05-2025 16.13
3282,3282,514,4.33,0.01,19,24-06-2025 4.12
3285,3285,242,4.61,0.14,8,08-10-2024 21.15
3286,3286,459,4.35,0.02,13,31-01-2025 14.39
3288,3288,400,4.34,0.01,5,14-11-2024 2.12
3293,3293,841,4.29,0.01,5,12-02-2025 17.40
3294,3294,113,4.83,0.03,6,18-08-2024 7.52
3295,3295,257,4.84,0.11,6,18-04-2025 12.01
3296,3296,740,4.69,0.02,10,04-12-2024 21.54
3298,3298,370,3.88,0.11,18,25-11-2024 7.54
3299,3299,747,4.97,0.03,13,26-08-2024 21.48
3300,3300,731,4.05,0.05,4,22-04-2025 6.18
3305,3305,337,3.99,0.01,11,26-03-2025 18.51
3308,3308,206,4.81,0.07,13,14-06-2025 17.24
3309,3309,336,4.73,0.12,1,25-02-2025 8.10
3310,3310,420,4.31,0.14,11,09-12-2024 12.48
3311,3311,563,4.56,0.04,20,07-04-2025 10.44
3312,3312,295,4.36,0.13,0,14-05-2025 7.09
3318,3318,753,4.98,0.08,19,04-01-2025 19.03
3320,3320,219,4.14,0.14,18,29-01-2025 12.22
3326,3326,151,4.82,0.09,4,20-08-2024 2.19
3330,3330,828,4.23,0.08,15,30-12-2024 9.26
3332,3332,441,4.84,0.02,15,17-05-2025 13.18
3333,3333,510,4.29,0.15,18,15-10-2024 21.36
3339,3339,689,4.44,0.04,5,06-09-2024 13.16
3342,3342,238,3.9,0.12,5,27-12-2024 9.27
3345,3345,472,4.8,0.02,1,11-11-2024 7.56
3346,3346,502,4.12,0.02,2,10-11-2024 11.57
3352,3352,888,4.4,0.06,11,04-01-2025 5.28
3354,3354,884,3.81,0.11,0,26-06-2025 15.00
3356,3356,566,4.41,0.04,8,15-05-2025 15.07
3357,3357,212,4.46,0.13,8,25-07-2025 23.30
3359,3359,628,4.38,0.14,10,26-11-2024 17.10
3360,3360,802,4.52,0.08,12,04-07-2025 2.09
3362,3362,671,3.85,0.09,3,29-05-2025 21.08
3365,3365,542,4.92,0.05,13,06-02-2025 5.47
3368,3368,863,4.33,0.12,0,28-03-2025 8.40
3373,3373,939,4.48,0.05,17,27-05-2025 22.50
3375,3375,587,4.53,0.07,9,01-02-2025 23.17
3376,3376,516,4.43,0.06,12,22-07-2025 1.39
3377,3377,649,4.62,0.11,7,10-06-2025 11.04
3378,3378,933,4.36,0.14,4,07-01-2025 0.11
3379,3379,891,4.85,0.1,3,14-09-2024 22.09
3380,3380,199,4.72,0.12,0,04-03-2025 12.06
3382,3382,709,3.89,0.15,3,05-12-2024 22.58
3386,3386,904,4.4,0.13,2,06-02-2025 20.24
3388,3388,598,3.94,0.11,3,07-04-2025 4.37
3389,3389,484,4.19,0.09,9,26-11-2024 5.22
3391,3391,959,4.55,0.02,7,06-11-2024 18.08
3393,3393,888,4.69,0.08,3,16-02-2025 19.17
3394,3394,929,4.67,0.06,4,17-07-2025 18.50
3395,3395,827,4.07,0.07,14,21-01-2025 2.03
3397,3397,971,4.89,0.05,13,10-01-2025 19.18
3398,3398,666,4.58,0.12,4,04-08-2025 5.58
3399,3399,619,4.08,0.09,9,23-09-2024 13.09
3400,3400,861,4.96,0.15,0,21-12-2024 21.39
3403,3403,917,4.99,0.12,19,24-08-2024 2.56
3404,3404,552,4.18,0.02,5,10-10-2024 8.03
3406,3406,659,4.14,0.1,7,28-05-2025 8.02
3408,3408,411,4.71,0.14,6,31-05-2025 11.10
3409,3409,349,4.83,0.14,11,15-02-2025 11.21
3412,3412,453,3.91,0.01,11,21-11-2024 13.00
3413,3413,430,4.64,0.05,2,27-05-2025 22.18
3414,3414,985,3.99,0.08,13,08-12-2024 5.08
3417,3417,775,4.76,0.06,3,07-09-2024 14.11
3419,3419,114,4.96,0.05,2,04-03-2025 20.46
3420,3420,208,3.94,0.11,6,10-04-2025 19.29
3421,3421,717,4.01,0.05,16,25-05-2025 23.08
3422,3422,881,4.28,0.07,0,05-09-2024 22.03
3426,3426,767,4.65,0,4,16-02-2025 16.13
3427,3427,156,4.75,0.13,11,15-12-2024 8.21
3429,3429,279,4.86,0.04,9,17-06-2025 17.04
3430,3430,701,4.56,0.13,20,05-11-2024 23.43
3431,3431,127,4.74,0.13,1,20-02-2025 15.37
3434,3434,486,4.4,0.11,18,30-08-2024 22.41
3435,3435,122,4.28,0.07,1,15-04-2025 14.52
3438,3438,400,4.82,0.01,16,13-10-2024 3.05
3439,3439,225,4.95,0.11,9,15-11-2024 22.26
3440,3440,779,4.75,0.13,11,07-11-2024 16.00
3441,3441,909,4.79,0.13,0,10-03-2025 20.57
3442,3442,792,4.78,0.13,17,28-04-2025 16.40
3444,3444,894,4.82,0.05,10,02-08-2025 4.13
3445,3445,417,4.55,0.02,3,21-10-2024 18.30
3446,3446,330,4.92,0.13,15,07-09-2024 20.06
3449,3449,986,4.62,0.15,14,19-06-2025 5.28
3451,3451,812,4.19,0.13,16,14-09-2024 8.44
3454,3454,117,4.88,0.03,1,17-11-2024 19.56
3455,3455,327,4.51,0.09,11,15-09-2024 5.42
3456,3456,712,3.91,0.13,19,06-08-2024 5.31
3457,3457,867,3.85,0.02,1,21-08-2024 6.25
